symbol,GSM368661,GSM368662,GSM368664,GSM368665,GSM368666,GSM368667,GSM368668,GSM368670,GSM368671,GSM368673,GSM368674,GSM368675,GSM368677,GSM368678,GSM368679,GSM368680,GSM368681,GSM368682,GSM368683,GSM368685,GSM368689,GSM368690,GSM368691,GSM368692,GSM368693,GSM368694,GSM368695,GSM368696,GSM368697,GSM368698,GSM368699,GSM368700,GSM368701,GSM368703,GSM368704,GSM368705,GSM368706,GSM368707,GSM368708,GSM368709,GSM368710,GSM368711,GSM368713,GSM368714,GSM368715,GSM368716,GSM368717,GSM368719,GSM368720,GSM368721,GSM368722,GSM368723,GSM368724,GSM368725,GSM368726,GSM368727,GSM368728,GSM368729,GSM368730,GSM368731,GSM368732,GSM368734,GSM368735,GSM368736,GSM368737,GSM368738,GSM368739,GSM368740
MYL12A,11.03761058,10.79021905,10.68104601,10.79746024,10.12928173,10.5471838,10.4283878,10.365452,10.67968541,10.45231165,10.84301222,10.93490797,10.53982711,10.74573186,10.08947585,10.806988,11.26453687,10.53889374,10.32636029,11.05751022,10.75980001,10.74786016,11.14748877,10.98574723,10.8776128,11.07144515,11.13112639,10.86080429,10.19667254,10.32865123,10.9684544,9.879724497,11.02831309,9.795358383,10.74594716,10.76973663,10.09024625,11.73262929,10.47911685,10.35249279,11.17923948,10.45333976,11.59982562,10.59902405,10.67321615,10.36906256,10.29341825,11.30771694,10.92026241,11.21792935,10.14201952,10.5476478,11.06759315,10.04881604,10.63241722,10.46565369,11.00100317,11.05200456,11.01898485,10.20432287,11.61942932,10.176604,10.19444069,10.67922097,9.776343617,11.45703649,10.30451198,11.27410183
MYL12B,12.74653613,12.42038991,13.03056171,12.92046807,12.26494294,12.79852196,12.90835664,12.91348904,12.49431621,12.82422906,12.3972375,12.92468186,12.64143987,12.69283826,12.61854486,13.34617096,12.97428717,12.00062085,13.17683593,13.67382278,13.23207776,12.16198071,13.38296973,12.96095123,12.18620664,12.29143551,13.21925477,13.2741941,12.94308798,12.76996003,13.04611074,12.09598552,13.16659753,11.99054781,13.22192908,11.41322197,11.91915571,12.79622339,12.68064888,12.53837776,12.71517847,12.67305516,13.65737575,12.90751803,12.14032082,12.62241941,13.12380263,12.7845542,13.26837778,12.58870403,13.30947842,12.43508856,11.71648282,12.81435751,12.72282839,13.27102545,12.83827775,12.56029017,12.48908822,11.65177216,13.02958876,12.32672563,11.87784322,11.64956888,11.22102913,13.2191467,12.30946621,12.10670639
MYL2,7.791712249,7.29876215,5.287844358,5.71525619,7.255597956,6.511778705,5.136283234,7.029926337,6.502662821,6.99245511,6.944246625,5.686314447,6.492307915,6.106288576,7.683503996,7.040687431,5.93848461,5.985790604,7.393385137,7.467019361,6.527005531,6.89667776,5.157156996,5.41144202,6.60547996,6.817015823,6.596441466,6.342863019,5.190308088,3.95592117,4.08745442,5.312306709,7.616031417,5.437945268,3.869517027,7.006607354,5.045960195,7.577886022,4.84077887,6.865754707,4.844821358,3.234342786,5.908804509,5.500011369,5.183693531,5.377376179,4.860937161,4.901566413,6.959113267,7.104047328,5.211896465,5.122452479,4.274778395,6.383656126,5.801602136,5.190491409,5.716141824,7.054644408,5.551009579,5.103974185,5.496401803,6.591793191,6.829257581,7.579200219,5.474237347,5.620428598,6.472842109,6.20214278
MYL3,5.000690214,5.233196209,7.993556816,5.140675835,6.166004952,6.262680328,7.091117069,5.076717998,7.413735221,5.335714648,5.216786611,6.567939896,5.003768208,5.114669674,7.276926427,5.063619088,5.201896343,5.991719072,6.852495865,6.50321282,5.144985179,5.8185901,4.951414691,5.680304064,4.927454572,5.257568143,5.034511021,4.684913478,5.066280801,5.127724189,4.907669754,4.756545165,5.219375448,6.553693302,5.531555975,5.95485598,5.422799889,6.06563606,3.76744588,5.891345022,4.669921528,5.373937989,6.808712216,5.454240798,4.40012001,5.376344068,5.232325253,4.855078724,5.394647058,4.835878827,6.841676341,5.674912958,4.948495732,5.602244112,5.605194283,4.810151443,4.317492254,5.543549854,5.570355872,5.585287567,4.462366888,5.226083271,7.118816791,5.865800939,8.500359095,5.841159274,4.285624629,4.600235547
MYL4,8.705949577,8.301799724,8.4487867,8.708016463,8.272779651,8.071530654,7.82438156,8.441646767,8.713775701,7.548774526,8.096123213,7.567613588,8.127803171,7.850948682,8.182240739,8.322215866,8.696144121,8.615869062,8.78876527,8.287307644,8.210362555,8.847081498,8.211041916,8.367641959,8.304185801,8.104768226,8.209643269,8.461462986,8.514762841,8.025852809,8.220421462,6.858384773,8.574183752,8.106032764,7.554611199,8.333137324,8.153851555,9.362125889,8.014030697,8.132120536,7.996678955,7.576843409,8.493975501,8.367345634,8.651140331,8.281462646,7.950907604,8.381643763,8.268966593,8.19026981,8.017632541,8.411326605,8.130422484,8.052569041,8.108499154,8.306467113,8.66035197,9.214623237,7.930010446,8.820236979,7.686064942,8.453795289,8.425660847,8.513247598,8.539783168,8.181285195,8.043932834,8.610156318
MYL5,7.2601817,7.598583093,6.574354425,7.693192654,7.003626351,7.397988063,6.646142173,5.961026656,6.810183394,7.444352449,7.576746014,6.061069752,8.655126039,7.371640284,8.157078421,8.527837149,8.101639593,6.721676362,7.97751481,7.260291766,7.398411548,7.778520907,7.468127575,6.781618792,8.085141369,7.214900978,7.210858025,7.440996019,7.794559721,7.669218946,7.727941667,7.625999971,8.93429649,8.325170736,7.72378602,8.23291704,7.684238973,9.131479127,8.15023695,7.672335196,6.894774429,6.530466801,8.429642968,7.434777637,8.338495296,7.690025675,7.43013546,8.681603783,7.779704284,7.787721759,7.728831781,6.828837236,8.121426138,8.506219479,6.957158355,8.112581135,7.823917189,7.749720279,6.900608526,7.654036308,7.133138085,6.780719016,8.507875378,6.915858658,5.846197259,7.679807886,6.854087004,8.077330225
MYL6,12.93725207,13.19377022,13.34172945,13.89281895,13.36178,13.72809977,13.51792806,13.46613942,13.28235211,13.29796394,13.56733796,12.43421544,13.13522577,13.39407924,13.49263946,13.20717435,13.23891441,13.07640531,13.53219814,13.44153047,13.61452744,13.01181585,12.97661895,13.10496183,13.59105943,13.39451539,13.31261912,13.65808556,12.36645531,12.93101085,13.3171387,13.03475863,13.34918088,12.93593111,13.37215077,12.70201078,13.69369384,13.84285008,13.52633106,13.11087253,12.72137662,13.25142563,13.97627034,13.59066113,13.72610771,13.78292128,13.42970441,13.87157604,13.83796465,13.60162317,13.43937242,13.36659299,13.25802018,12.34055403,13.41319997,13.35223025,13.72446079,12.9124664,13.27296492,13.22435309,13.79858586,13.72212444,13.20317673,12.64401248,13.00876025,13.30339237,12.84827902,13.44511144
MYL6B,9.569227518,9.925663155,11.23380749,10.54399018,10.97050689,9.351271998,9.675396301,10.12474884,10.55682212,10.53000898,10.30429279,10.89095906,10.00789397,9.531468884,10.52526515,10.07284155,10.4316595,9.634865442,10.21814934,10.36512888,10.48176441,9.349407083,9.978553751,9.764818531,10.37528811,10.08480512,9.72667277,10.18126218,9.885416337,10.59964414,10.252169,9.523661898,10.04411878,10.39271631,9.205250576,8.66992739,10.87429394,9.750974036,10.91487512,10.46544656,10.60615038,10.92492096,11.33051741,10.38655345,10.41635034,9.87544236,11.75556352,10.901889,11.26172746,10.75406652,10.94209568,10.27834258,10.21100902,9.325138426,10.22795259,9.586684259,10.732147,8.985557935,9.9751285,10.20269627,10.95446275,11.07920151,10.78857747,9.8929721,9.873963252,10.63094627,10.59534256,10.39568736
MYL7,5.150721947,4.777106161,4.407599697,4.813198173,3.475771994,4.458419701,4.597094552,4.440591795,4.856900795,4.257072396,3.871708028,3.516872378,4.468424134,4.561550167,3.965300357,4.949572517,4.138740817,10.29886107,3.898023777,4.83824956,4.80980585,5.135824885,4.333768231,4.823349989,3.572765324,4.732137479,3.611485978,5.18231444,4.82486695,4.301576308,3.837370624,4.895365492,5.360806231,4.811732175,4.470796463,4.778339551,4.151264217,4.982882991,4.856179906,3.778533768,4.470052841,3.472373747,5.20876917,3.949939993,5.523822339,4.802415982,4.199244645,4.399667397,4.863381951,4.437718885,3.581737464,4.576169295,4.667920988,4.778920673,5.816878977,4.701462181,4.598964179,4.832421835,4.75600669,5.363075056,5.066525108,4.367461899,4.710838582,4.206901717,6.702256775,5.283605596,4.272241914,4.110696705
MYL9,10.85787964,8.020618831,11.06985361,11.20511592,11.3076827,11.14436127,11.25482904,10.08511774,10.88961341,12.03057601,10.97740456,7.811971836,11.72069588,9.342084024,10.0019703,10.37278119,11.00116736,11.58745203,12.50151154,10.63097764,11.46953147,10.94546951,9.90621401,10.28859157,11.30810475,10.88750835,10.14488085,11.01526055,9.836899861,9.628074555,11.60519615,10.77986233,11.21576954,11.95044643,11.29769956,11.15406989,11.78530327,10.77127662,11.16308612,10.73899493,9.00455995,11.45992661,11.2274957,10.38775091,11.74457235,9.634674954,11.49533945,11.53922092,10.87611063,10.66833422,10.54558501,11.08386751,10.35724146,10.26863832,9.933954461,9.300504997,10.29970793,11.61656978,11.95253854,9.957674821,12.85229172,9.955731647,10.28267769,11.69451586,10.32827268,10.28360524,10.43245566,11.91772331
MYLIP,8.768129027,10.00101742,9.452361798,8.346095037,9.789659951,9.500421061,9.441502132,9.147047743,8.922478957,10.14629002,8.978416375,11.03327187,9.486088538,9.199774691,8.582208535,8.809487202,12.01718263,9.483440318,9.833054812,10.05578929,9.827295615,9.227204173,9.856050674,9.573645514,9.161893641,8.343550674,9.951704707,9.363985398,10.15024975,8.754077625,8.978712013,8.423263439,8.724443199,9.760517749,9.229251207,9.840248605,8.876965565,9.182864444,9.351674209,9.303412212,10.07440892,9.234119622,8.71643639,7.999015121,9.093786269,9.690706438,8.982409159,9.194840889,9.736449456,9.958064994,9.270033916,9.065536933,9.079701251,9.240058804,9.180700745,9.419057977,8.598491576,9.106034544,9.619886444,9.325680246,9.931834003,9.637894776,9.498252795,9.304989214,9.496613758,9.44649155,8.44112352,8.503691156
MYLK,10.27553778,10.30839656,9.887889615,10.43279249,10.6231893,10.13920212,9.981851676,9.701997001,10.35884191,12.47343681,10.92067594,8.524888584,10.42325697,10.15064502,10.07873099,10.8455653,8.915492073,10.89808587,11.47176538,9.664019581,9.86960344,10.46127928,9.503781401,9.369184852,10.25217697,10.34105564,8.95211162,10.98585184,9.188947006,9.94724379,10.84714157,11.60585956,10.71067893,10.15188286,10.65810946,10.85111878,10.15649579,10.40085896,9.708815335,10.35930238,7.340396617,9.029237461,11.03269494,9.346509952,11.49634209,7.863515788,9.88920326,10.6597572,9.800019926,7.509998423,9.759341557,9.23763253,10.33916627,8.523390287,10.04957164,10.3358428,9.084498703,11.89276504,10.77923619,9.101058463,9.726986351,8.519253572,8.455387318,11.43434391,9.057417237,9.63752845,10.08306761,10.37485756
MYLK3,4.347472316,5.974387536,5.60267919,5.127700247,5.549011109,5.801791291,5.465445725,3.428705993,4.662689366,5.958316166,5.47785609,5.889544864,3.20923967,5.263178752,4.288212565,6.099951837,5.600675235,5.681280736,5.828241718,6.719927299,6.896388435,6.482294562,2.595699716,5.667218249,5.389949939,3.446274589,5.228151366,4.417903767,6.129942635,5.863135412,2.807791875,5.581221491,5.454837138,5.895121522,4.761729015,6.01357026,5.895663479,5.785527204,4.245885284,6.579650086,3.161750626,6.017093314,4.405499404,4.169179692,5.45391837,5.458178123,5.471046298,5.87070757,5.423874852,2.319214523,4.453757197,4.55905111,4.932419103,2.106282442,6.447770626,4.425128741,6.605209946,4.526015884,6.832516352,5.197369519,5.301606938,5.410227008,2.850921392,6.554403356,6.626789484,6.105783019,4.500834494,6.056977798
MYLPF,6.309807358,6.234076462,4.748087254,6.563304344,6.843179177,3.90922498,6.146483368,5.230231317,5.658299531,3.640837962,6.367691264,4.650299678,7.477377175,4.246034901,7.575654596,7.051883643,7.264166009,5.687621715,6.20327737,6.65168927,8.019836822,5.319492372,7.368490471,4.678710301,4.211910939,7.037212084,6.799294792,5.192016236,5.857494909,6.930202686,8.218527224,4.535325528,7.417441181,4.740284444,5.097406038,4.549265278,8.061104594,5.298229258,7.49427345,8.042672165,4.140292642,7.766259365,7.795198724,7.510835457,7.242734694,7.532581408,8.297296917,7.204428688,7.22910849,6.491841255,7.463555336,5.529154163,7.440011905,7.719263549,6.148008756,7.672105643,6.921301336,6.22662248,5.992740658,5.426412037,8.134386738,6.310220409,7.678981249,7.439665605,7.567158537,8.08453316,4.94258851,7.240806713
MYNN,8.104292696,8.481600262,8.335722314,8.727344126,8.547755893,7.803457222,7.501783341,8.365799789,9.607956477,8.433495542,8.400270728,9.149544649,8.720629423,8.800334876,8.768854076,8.190074417,8.818364727,8.541708499,7.699725714,8.250764915,9.214528,8.785640623,9.293459196,9.280038105,8.714080287,8.296687797,9.130081889,8.286318138,8.902306515,7.866183662,8.191960962,8.081125607,9.257833099,8.484985166,8.013334468,8.396537262,7.882086498,8.863856486,8.514793794,8.84720787,8.449578878,7.796952206,8.086604781,9.166765424,8.523418607,8.460777847,8.177382213,7.58634858,8.542501339,8.961646563,8.238649046,8.217684399,9.237382991,8.451585746,9.35614283,8.529012131,8.754035981,7.201560905,8.619389489,8.679289073,8.794934214,9.815306014,9.374275817,8.478525569,9.17942144,8.207395475,8.369654632,8.259558387
MYO10,10.15955944,10.88604513,10.8472767,10.80155603,10.88884293,9.686577401,9.703978478,10.90726405,10.32107232,10.47481758,9.282416603,11.20016647,9.256424795,9.77123114,10.70628838,11.07896695,10.17344991,10.54593145,10.70957849,11.33554682,10.50000976,9.706017137,9.591095193,8.942336426,9.597976455,10.05154172,9.871058687,8.370833695,8.520211558,10.83062568,8.605302946,10.9904481,10.24128679,9.867769544,10.51570013,8.057253579,9.23422883,10.90020973,10.26812528,10.1481493,10.3252371,10.51333149,9.927325851,11.50326927,9.048714314,10.29654432,10.20843173,9.80258535,10.71739383,10.36071943,10.50201297,9.353902365,8.510930029,9.882103067,10.67280077,9.903004222,9.565427996,8.902194449,9.982343351,11.02960126,10.00265171,11.16299437,10.774077,10.52812302,10.17540753,10.60405875,10.86419938,9.412780606
MYO15A,7.045871548,6.926479718,7.639455242,7.351305768,7.579732145,7.018166878,6.396769789,7.694655119,7.496278382,7.71296619,6.807808724,7.508092235,6.88896023,7.331031408,6.690270285,7.430742362,7.305405983,7.189186608,7.384316918,7.345182223,7.388453003,7.996204367,6.336748485,6.931619031,6.93060466,7.565014018,7.672306708,7.538140532,7.550478579,6.870117695,7.329206149,6.799975392,7.130667346,7.393368215,6.962930505,7.893069118,6.146835656,7.673467722,7.424246404,7.07842357,7.171243511,6.837789245,8.294226169,6.91072265,7.312850408,7.77794965,7.163771216,7.028781552,6.688562135,7.119338364,7.21779037,7.488834829,7.27346555,6.665477846,6.368915498,7.415039505,7.257074252,6.760118455,7.51162665,7.98960849,7.116423913,7.720910586,7.483804735,7.959815734,9.264694097,6.316126774,7.24714273,7.324669466
MYO15B,9.017846292,8.769581193,9.107671078,8.776933083,9.034976751,7.912546968,8.454878451,8.391861567,8.147375814,10.02694124,9.375386484,7.865260226,8.368567976,8.135205636,8.340292048,8.662550315,8.662987764,9.10403361,8.852657948,8.966613743,9.155220033,9.082852187,8.368603168,9.173407762,8.314139028,7.864461093,9.31952196,8.381496772,8.706030817,8.682107619,8.376791637,8.894425445,8.567682286,8.750243015,9.52201406,9.186598858,8.305324396,8.951159617,9.171666685,8.459560257,8.326666207,8.082463804,8.37857578,8.458930566,8.126205615,9.58995766,8.525769685,8.194745438,8.915617248,8.798627144,8.59159216,8.184896209,7.707478665,8.780332753,9.080420197,8.526932941,8.472902116,10.13023793,8.858087644,8.35241853,8.382830139,8.164501819,7.745704588,8.26155042,8.377607028,9.272398751,8.42122213,9.066471985
MYO16,4.207999059,4.189397042,4.215231295,3.777427117,3.339134742,4.050962642,3.2824146,3.782972363,3.568200548,3.49054687,4.148287171,4.000241864,4.207561986,3.644470213,4.671016008,4.247599516,4.232007701,3.824422106,4.183226904,4.358587124,4.08486841,5.229618674,3.62516939,4.278177052,3.860849684,3.982188988,4.056553855,5.017162463,4.53116383,3.56538106,3.426149107,3.680754804,5.17203724,4.735323868,3.686165277,4.203813626,3.120410223,6.117418904,3.402545401,3.649206429,3.594602986,3.768939471,4.926817169,3.992836071,4.140814824,4.036916006,3.720763764,5.175154196,3.621309904,4.205685606,3.819957666,4.782988339,3.590971472,4.711934955,3.46931389,3.633226203,3.919402844,4.679235613,3.784788388,3.89450641,3.647162998,3.506523087,3.591541731,3.966381037,5.815456443,4.35967154,3.10417602,3.444965191
MYO19,8.037828612,7.317315741,6.971345273,8.144063045,7.621125205,6.88974376,7.84371816,6.952683539,7.759438147,7.902033031,8.13792374,7.575469497,7.719367832,7.659392308,7.686782611,7.672423405,7.336977443,7.897274269,8.342190249,7.883625843,8.615617493,8.507460521,7.557796796,7.801284426,7.70115601,7.865921345,7.838186957,8.384855268,6.36134809,8.150164376,7.439319638,7.621993719,7.856783809,8.091353107,7.953988858,7.801171356,5.468498294,8.19447318,7.57519477,7.255149747,7.236337489,7.407827424,7.92528314,8.095222718,8.239954921,7.980519127,8.333606804,7.978317502,7.981804343,7.603499604,6.591549431,7.626176819,8.064779748,7.505040881,7.87510921,7.702143531,6.922129814,7.581043937,8.187871309,7.353186641,7.586292151,7.220413082,7.730706192,7.396872609,8.156656859,7.850195537,8.253519999,7.761267056
MYO1A,8.447249891,7.846025758,7.34009028,7.699001331,7.178642372,7.905841493,7.581434297,7.845249468,7.971592248,7.090228674,7.757369607,7.744276613,7.66356008,7.709674503,8.533665576,7.339157996,7.335109085,7.321098017,8.197008194,8.097857698,7.302215981,8.741387718,7.72695262,8.307531878,7.558745127,8.209028826,7.540339892,7.749039853,7.341618746,6.876055891,7.08018939,6.756350875,7.214130639,5.73510242,7.551720867,8.232281989,7.168617651,8.767169961,7.507494709,7.343780391,7.825266808,7.327706642,8.071345366,7.952345434,7.475160098,7.82571086,7.953153276,8.126557603,7.622497807,7.91031721,7.586400445,7.726603324,7.8064421,7.799318224,7.460212072,7.598424042,7.934888368,8.228679267,7.343370599,8.104394304,7.786746238,8.031819486,7.629935995,8.183356583,7.889320002,7.793430518,7.410406011,8.060880539
MYO1B,9.658206516,8.440881798,8.55870141,9.163411734,9.496281731,8.714133567,9.054597622,10.09077955,8.880458611,9.149624507,9.390641,9.656213439,9.113404897,9.361618669,8.519815727,8.41521572,8.316240459,9.220059024,9.985315683,9.276549371,8.913097087,8.751510131,8.788312095,9.779019175,9.903320478,9.655875413,8.312356001,10.10844017,8.361976182,11.00312629,9.070036366,9.123166882,9.367835197,9.602341337,9.853728482,9.163554787,8.863927623,8.783016409,7.865599257,8.631979193,9.236975502,9.447668312,8.953706753,8.677267836,8.192432122,8.564703468,8.762100617,7.967615838,9.01850527,9.26792172,10.04901827,9.224269572,8.618466368,8.967588258,7.900931835,9.049432642,8.462997806,8.664298927,9.290450074,9.941413209,10.04968984,8.3445967,8.872800567,9.793264609,9.152929341,9.036128937,9.477854986,9.302257303
MYO1C,10.25451206,9.603729025,9.455070486,9.934497363,9.365886865,9.954143993,10.05455923,9.950673482,9.821336024,10.10448324,10.03689279,9.083763098,9.164683531,9.165944861,9.988660862,9.739612158,10.10081165,9.537366149,10.2055962,10.17034313,10.05252097,10.15417768,9.661336784,10.09538974,9.892043475,10.05184369,9.792257217,9.965569587,9.353825425,9.145179597,10.01393881,9.944802878,9.800460864,9.660539969,9.990526831,9.79980848,9.211970327,10.50682653,10.25015855,9.227184025,9.918277084,9.430922094,10.21311765,9.68169734,9.882138962,9.960198676,9.638428819,10.26658053,9.756097808,9.432376524,9.466210223,9.505026221,9.470405446,9.651186859,9.588841416,9.413647706,9.556443596,10.53311256,10.01588127,9.616674099,9.566307711,9.638670257,10.04756809,10.10711709,9.995466501,9.752076316,9.837296939,10.16207372
MYO1D,7.537860393,6.403594872,7.261186535,7.070596074,7.856798906,8.478339437,7.830542821,7.113736103,7.958821281,8.649450922,7.56728856,6.861085394,7.545807592,7.205264248,6.862504336,7.533419083,7.50572544,9.019878128,8.686374223,7.067327129,7.784629783,7.129990908,7.284213432,7.106895059,8.260511211,7.648204107,7.8290509,7.61517707,5.761578644,8.514910556,7.674475702,7.912247851,7.240827874,7.798644818,8.355716122,6.480687004,9.092347011,7.919660394,8.696480878,7.610871408,8.398565575,8.44536183,7.182216811,8.277801315,7.526139309,8.220447864,7.814171426,8.070894668,8.095626425,7.027380829,7.687430971,7.476303327,7.890281221,7.308558063,7.645334961,8.207819466,6.598636513,6.41442863,7.689103407,8.953623134,8.823375265,8.359392441,8.997779969,8.262527965,8.089474914,8.619416271,8.912674034,8.610636657
MYO1E,8.468118056,7.815671661,7.950976775,7.796151145,7.931794698,7.59760192,8.136310974,8.029344923,7.989457403,7.829369999,7.920370824,7.588681011,7.804594549,8.283363211,8.144392342,7.522739571,8.315738017,8.062848872,8.247252181,7.739078128,7.776869762,7.931721882,7.928072944,7.567258903,7.35311876,7.969927937,7.947922671,7.998149635,7.374309601,7.897384547,7.475865691,7.911105702,7.830284849,7.568511242,8.282478075,8.057277792,8.81408387,8.701171613,7.797198213,8.025071289,8.292216158,8.544947869,8.00568905,8.667669179,8.073093554,8.468619085,7.588560733,8.738520908,7.389064934,8.491199933,8.420380666,8.305957631,7.888470479,7.745505098,7.982166022,8.845258747,7.794028294,7.74247045,8.114240153,8.089901697,8.780485208,8.023499175,8.797492979,8.193540694,9.049999078,7.482862656,8.07998387,8.767348609
MYO1F,8.211178825,10.05565903,5.164377975,9.313833655,7.823863746,8.812239153,8.916761767,8.772082881,8.570609302,7.065036848,9.349033664,7.254110566,7.882892368,9.325385239,7.880015688,8.652080919,8.205215045,8.548465397,8.628161073,7.742026041,8.164806419,9.345381762,8.320496722,8.469800539,8.215270785,9.025112078,9.127857549,8.434690938,8.570334468,7.759122295,9.102054207,7.923788905,8.545203303,7.430203321,9.401778468,9.577121897,8.844050661,8.391776053,9.089861371,8.099460541,8.553040498,8.329521741,7.714045919,8.439442431,8.245386047,9.020226578,9.113141638,9.586123237,7.841486349,8.25026833,7.278595239,8.576848589,9.546332652,7.995130827,9.277652377,8.991630644,8.326301866,9.893266089,8.78727738,9.00249218,8.776765392,7.927173466,7.450791194,8.397172316,9.276700156,8.279278063,9.228266386,9.037056834
MYO3A,3.64568168,5.228551205,3.886490121,2.801786577,4.701651125,2.532856131,2.998197472,3.926510942,3.190359088,3.025241119,3.889409524,4.31495743,4.038016227,3.363971149,4.537895249,3.237476427,4.323819703,3.05624621,3.20967633,3.843300922,4.163391653,5.466169843,3.076514477,3.277268831,3.841375739,3.455396926,4.294641164,5.820387544,4.596808834,7.206950657,4.224685249,5.626455832,5.925590734,2.550740082,2.961613095,4.089157668,2.577591534,5.661628536,4.083651427,2.888766128,4.284997869,2.565671516,5.402058987,3.67245951,4.474997859,5.533692751,5.052036045,4.656063178,3.191974053,4.094598327,3.329627247,3.840196,5.970243357,4.880879383,7.074315834,4.355209735,4.680285314,4.145694143,4.165926389,4.549773942,3.371093789,4.476455154,4.367526423,4.0917707,5.537302582,6.696650763,5.984869984,3.420776848
MYO5A,7.871683273,8.868045738,7.53908643,8.197708784,7.79648895,8.355071555,8.597448611,8.105296004,7.800415425,7.946830009,8.252534257,7.397286381,8.075930038,8.954945694,7.221231372,8.36272326,7.434935332,7.55227017,7.76513864,7.593935164,8.038897296,8.896783125,7.078959932,8.372716955,7.155137658,8.267627925,7.864543701,7.674554525,8.15319712,7.258366047,8.526563637,8.182999936,6.771339618,7.754845225,8.249880444,8.262212789,7.802181092,8.623799739,6.909296782,7.178690532,7.551837411,7.181618092,7.820489963,7.050821433,7.941349227,8.052850884,6.291727517,7.910373357,6.124236291,7.090103521,7.438375629,7.502482702,8.410166212,7.535058656,7.858175846,7.473692039,8.007902228,8.460767935,7.677362095,7.736450825,7.371642,7.221047482,8.1218152,8.10804604,8.627931192,7.793673125,8.512950303,8.129581089
MYO5C,10.03011709,11.12092456,10.35022477,10.27015491,9.851269458,10.54226821,10.69649227,9.704784619,10.88763329,9.160908967,9.627716997,9.039968248,10.02202102,10.2694815,10.26561245,11.06406068,11.05020714,9.332339555,9.791238807,10.80248676,11.0387916,10.57980953,10.20778427,10.85295502,9.652315765,9.70312343,10.91649544,10.63855753,11.19222156,10.02622945,10.3065374,10.76883148,10.11812921,10.95256601,9.817583783,9.254972433,10.87990294,9.972470205,10.09823084,9.595661085,9.900662953,10.89876977,9.541765173,9.833450578,10.01893312,11.20342148,9.707862708,9.206691277,9.084063491,10.10008467,9.612552521,9.258734579,9.536573127,10.03152976,11.03500377,11.13595227,9.434708997,10.10257327,10.48532954,10.08973686,10.8159559,10.14415417,11.03017817,10.56152665,10.32311642,10.24715809,9.87715627,10.50355061
MYO6,8.327974324,7.969597921,9.204834177,8.534916586,9.783883565,9.678762595,9.603617051,8.922103837,9.048978605,7.596944188,8.786735786,9.651840826,8.642418943,10.12877851,9.551326783,9.682613716,8.417980108,9.39646567,8.742659548,9.846188328,10.64168166,9.122919007,9.636415965,9.778307113,10.10026175,8.997456462,8.918761366,8.757421678,8.844488946,9.934718239,8.4651185,9.372527283,8.73353699,9.406025422,8.321746812,7.40974261,8.635536748,8.957582937,9.251354289,8.05401036,8.626886202,9.262776307,9.482065658,8.130740737,8.185200708,9.274964405,7.868240494,8.857566352,10.4177899,7.658534531,8.596217949,9.148952895,9.190429031,7.336240739,8.771975278,9.507996354,8.686269198,8.182211232,8.955542303,9.562191399,8.494366282,9.774261857,8.87173668,8.456879858,9.384946784,9.196240743,8.656894693,8.411547285
MYO7A,7.694616181,8.351005973,7.651029163,7.696334465,7.773790187,7.964402199,7.970738776,8.448883005,7.678023693,8.000665633,8.40099941,7.533303045,7.896819712,8.494464174,7.267740422,7.668007239,7.792437181,8.401801326,7.971848289,8.413679216,7.975193631,8.737806529,7.314573037,7.604644415,7.747474369,7.813276826,8.046911587,7.032773534,7.526094646,7.553420205,7.940602558,7.518632321,7.897938309,7.385893997,8.31127418,9.107203784,7.875690443,8.318191168,7.379298813,7.807080627,7.202912449,7.265451234,7.932180566,7.137450198,7.524470705,8.09384839,7.62220704,7.934322691,6.87092891,6.945602691,7.498940922,7.527757918,8.019485614,8.07502446,7.696750182,6.982500678,7.428504365,7.766790179,7.638400841,8.45638082,6.513905493,7.999789964,7.491184777,7.989131813,8.238502966,7.709779718,7.832261391,6.807077165
MYO7B,5.769541981,6.67730966,7.232547962,6.967410196,7.100832734,7.027344014,6.885986894,7.452876927,7.240920077,6.886733541,7.341996568,5.93913653,7.0108046,6.617586749,7.734498808,7.318387895,7.238175547,6.921553005,7.56194595,6.91935511,6.876226712,8.966554031,7.014186769,7.456379234,6.627054455,7.334945661,7.003395719,7.548379205,7.560984711,6.952986405,7.031193023,6.445202001,5.505510112,6.687605184,7.301572914,7.147912556,7.078546738,8.741430321,6.477596092,7.150232384,7.051061688,6.68023389,7.697037019,7.174220382,4.577543024,7.626076737,6.758603541,7.528320891,7.710023294,7.523129883,6.463802793,7.226812995,5.068801035,7.266254521,6.981986144,6.422865407,6.91129939,7.290268973,7.418540092,7.004279279,6.769810949,7.373726891,7.482722401,6.781852415,7.484761313,7.074708688,6.276662376,6.907276214
