symbol,GSM368661,GSM368662,GSM368664,GSM368665,GSM368666,GSM368667,GSM368668,GSM368670,GSM368671,GSM368673,GSM368674,GSM368675,GSM368677,GSM368678,GSM368679,GSM368680,GSM368681,GSM368682,GSM368683,GSM368685,GSM368689,GSM368690,GSM368691,GSM368692,GSM368693,GSM368694,GSM368695,GSM368696,GSM368697,GSM368698,GSM368699,GSM368700,GSM368701,GSM368703,GSM368704,GSM368705,GSM368706,GSM368707,GSM368708,GSM368709,GSM368710,GSM368711,GSM368713,GSM368714,GSM368715,GSM368716,GSM368717,GSM368719,GSM368720,GSM368721,GSM368722,GSM368723,GSM368724,GSM368725,GSM368726,GSM368727,GSM368728,GSM368729,GSM368730,GSM368731,GSM368732,GSM368734,GSM368735,GSM368736,GSM368737,GSM368738,GSM368739,GSM368740
ABCA11P,7.756589981,7.374651661,7.451092064,7.429410074,8.220427618,7.713736564,7.704479407,7.246183851,6.81671867,8.322628808,6.743073268,6.157601588,7.636408638,6.872334115,8.26182129,7.268717143,7.772963388,8.018149118,7.293033591,7.840906133,6.905281577,7.812833661,7.685583491,6.393670432,9.142291851,7.524041084,7.125487691,8.170411732,7.383289658,7.530708733,7.707709202,5.612106398,7.735471324,7.737411818,7.243373459,7.001999352,7.262136565,5.628890537,7.307448116,5.521289861,6.876494196,7.137308051,7.899675885,7.750324813,7.915295003,7.282613611,7.615467589,6.579381439,6.724442818,8.38583802,6.578372538,6.764119349,6.327366014,8.23976683,6.186686327,5.319010923,7.83442211,8.326740495,7.645013503,5.78798813,6.69795793,7.338800157,4.641546797,7.796872543,8.482198396,8.312780399,7.41081908,7.905473298
ABCA12,5.533435161,5.386071721,6.662846953,5.542474166,5.894771111,5.769944283,6.301862757,2.912395535,2.535084584,6.181198284,6.565219641,5.079820914,4.28468681,2.689479531,6.455800012,5.251399699,5.899648958,5.434556544,7.511796449,5.952302386,6.919731217,6.917397761,6.609343377,6.724020581,5.460086579,4.595443612,5.386463204,5.921094971,6.171076555,3.241755509,5.141409808,3.208042915,5.25859521,5.740768869,1.719048971,7.002511547,2.619246069,6.656262897,2.963513511,6.286241067,6.280387135,5.220761564,5.631768405,5.375053793,6.983638316,6.022714156,4.710445273,6.785756528,5.943627812,2.592737872,5.509982418,6.201785316,5.692671803,5.823610973,5.353475532,6.467664124,5.595683025,2.434193948,6.527759911,6.46960713,4.113453654,6.429893383,6.121857535,3.206482427,5.376076577,6.385240912,5.71436139,6.510050737
ABCA2,8.313050339,8.163571198,8.499092948,8.334968068,8.265543494,7.837940692,7.772149619,8.229574913,8.197396263,6.986553376,7.93273212,8.266693247,8.169311532,7.961042436,7.758521575,7.707546159,7.937215271,8.041488155,8.020382239,7.112110521,8.73121157,8.259012259,8.7222925,7.648283164,7.591389029,7.524453163,8.102261861,8.338931693,7.862105761,8.176820948,7.782482421,7.496119739,8.371085586,7.171912009,7.843065913,8.635041574,7.769215925,8.434723971,7.634798694,8.717963687,7.836845168,7.967211045,7.992643969,8.489845253,6.743237107,8.332979836,8.227469967,8.328092419,7.659387534,8.449404071,7.969340127,8.05749406,7.153627773,9.35812093,8.174823243,7.743638615,7.657049457,8.705920971,8.432868888,8.705891555,7.644464569,8.163564487,7.990442524,8.730801386,8.689801789,8.465770546,6.996193145,8.572480434
ABCA3,6.936968285,7.204196357,6.874519547,6.101137805,7.312827522,7.04992961,5.923026893,7.197539526,7.829561064,7.006535435,7.300352745,8.369411365,3.37938942,5.90699624,5.108194576,6.069360127,7.39549879,7.747521954,4.77485332,7.442493666,7.478150448,7.113240708,8.057489677,7.032584839,6.554150509,5.650798837,7.293116604,8.157055291,7.27851192,6.519091205,7.222901175,6.471190224,6.568638352,7.071839069,5.966429641,5.319017287,6.836006171,7.056393302,7.698810675,6.211780245,7.690475989,6.649859989,5.10166113,5.035865126,5.350536214,6.712767832,6.765860602,7.295316887,5.719126333,7.29625588,5.941738374,4.085897587,7.648710533,7.051260608,7.848890714,7.355600955,6.616477769,7.71797046,6.377374977,7.352577215,4.611045528,7.887397314,7.584367043,6.490755764,8.441066621,7.1287174,6.540540201,6.298219581
ABCA4,5.78992719,5.144693104,5.987059626,3.62177288,4.237651702,4.668672014,4.786421361,5.629847292,4.677792004,5.168136059,5.918328872,4.843650159,5.155537035,3.946370587,5.74246392,5.749509277,4.635438206,5.813689892,5.699846876,6.497943862,5.254623742,5.551016633,5.115586677,5.140537151,4.690187248,5.423529079,5.356565683,5.755531795,5.471425815,5.404696811,7.125289001,5.325403914,6.282285832,5.375747713,5.015508864,6.034850746,7.36187059,5.218341266,5.412475223,6.687836488,7.122825452,5.481017008,6.894570491,5.415302209,5.168991691,7.844532512,4.163017228,6.65610622,5.602414767,5.518826571,7.725220289,5.242199484,5.079434888,5.931349152,7.079556252,5.173480988,6.19811064,5.618080029,3.886999752,6.538202916,5.225476848,5.857882481,5.93066455,6.114304771,6.739820949,5.851136488,5.007141754,5.432883419
ABCA5,8.401275447,7.963092242,7.621288111,7.258243781,7.327692055,8.065301547,8.271668635,8.10541291,7.477875951,8.756398571,8.521246249,7.421674777,7.564062069,7.414811645,7.853704061,7.167892504,8.317252753,7.672614171,7.971545736,8.049773897,9.728678185,7.793985191,7.364024269,8.54138395,6.957940927,8.059160715,8.474436871,7.597374998,7.736931728,7.131373407,6.697611812,7.170700419,8.519394988,8.229324134,8.871957536,8.593936896,8.05783133,8.280094853,7.366862288,8.665778543,9.058592451,7.11497868,7.096377822,7.003190217,7.162696683,8.127032346,5.073944821,8.092556825,8.373568791,8.111543116,7.420638963,7.797557159,7.768331726,8.467363399,8.095702155,7.379884434,6.914699488,9.467237479,6.733417634,9.837488547,6.845572699,9.105257599,8.526711566,8.53230842,8.057227785,7.428431456,8.55926809,7.164055484
ABCA6,5.314089351,5.922539887,5.759548188,4.764909781,6.453093731,6.121201742,4.098713437,7.118241397,5.440518476,8.437752058,6.830742501,3.381680559,5.647812289,3.744337895,6.427359414,6.79746692,6.88444925,4.636612476,7.178310984,6.096855102,6.334795288,7.022763272,6.335528244,2.55964728,6.570934325,7.180203099,6.652512453,5.958646742,7.34534966,3.788141294,6.821660445,5.588329428,3.552158739,2.031868583,8.22604689,7.892519661,6.282212483,7.995149929,6.398418789,5.222717966,3.084806077,5.908262171,7.287615574,6.101607674,6.213599211,4.79896403,5.200377284,7.329470198,3.227883936,5.215212312,4.377738545,4.222748642,4.119318459,5.471862311,5.740849268,7.035577265,4.637299422,7.167216697,4.969254099,5.74129199,5.132189626,3.896356516,4.736615931,6.444629417,6.127749212,4.50118388,3.307660063,7.222723254
ABCA7,7.71405893,7.322846298,7.019296274,7.39402786,7.540946106,6.767858434,6.643081659,7.177318084,7.416104352,7.53526024,7.505241428,7.692276472,6.636380472,7.153595285,7.480421511,7.712058998,7.131221685,4.712974936,8.0247308,6.792132992,8.095823488,7.08330314,6.764138255,7.546508307,6.93208293,7.144512322,7.538766168,4.259599078,7.902056861,7.518267813,7.362756556,7.497836065,7.647320946,6.626710565,7.358170921,8.396037118,7.124861617,7.689912484,7.83374312,8.063851163,7.122747043,7.129454193,7.700856317,7.210891365,6.940951042,6.489711883,4.898404472,6.447466322,7.002845352,7.366076686,7.09773363,6.894354522,6.80659439,7.727335706,7.785676125,7.891504769,7.735586394,9.128827576,6.878806537,7.342681904,6.878129045,6.867681767,6.562748431,7.731754213,8.693326168,7.120806355,4.48149849,7.494590979
ABCA8,5.472393652,7.784998254,7.098454047,7.603722701,9.423149706,7.880885661,7.938455108,6.696923591,5.655696189,11.94541767,8.011988847,4.416961207,5.15465255,6.962331285,6.103014358,8.083636582,4.744717771,9.509035527,6.18780142,6.371514494,7.56092996,8.791705971,6.381124276,4.027553876,8.294155355,8.828995716,5.005956109,8.584267735,3.824252441,6.232461732,7.305234475,5.185020648,5.02455532,6.514378613,10.05867669,8.509160988,7.033992099,8.461630616,7.600552143,9.343986548,1.616673322,6.474567521,8.626213455,6.81882931,7.593623186,2.73286521,6.738135194,10.0386844,4.876152407,5.696355847,7.511516705,7.273724375,6.41454124,7.138359662,6.352784434,8.45304804,5.468506366,9.376747279,9.452805073,8.18613782,5.409116498,6.237886143,6.32192894,10.18133016,7.480627156,8.595012983,4.269026373,9.513859549
ABCB1,7.431281114,7.554501816,6.950242626,6.701486501,6.789120633,7.627966587,7.069321653,6.723418908,6.432553083,7.110454567,7.87432903,7.046642447,7.182010558,7.226059175,6.332951694,7.005873206,4.802772974,7.14798331,5.99461802,6.968141599,6.2693209,8.046714603,7.29260773,6.48435486,7.102523214,7.255110675,7.005453462,6.374664107,6.658907673,7.199444859,7.129482265,6.577474865,4.742269296,6.266861684,7.436256555,7.360095297,6.682722094,6.761859199,7.183171201,6.181425205,6.22610318,6.790325726,7.752857219,6.701858148,6.840848664,6.510938903,6.072159368,7.50915721,5.71665422,6.652195628,6.64235985,7.468459455,7.313825381,6.918263205,6.64147947,6.906941359,5.86897903,7.586867098,6.808230584,6.590489281,6.642565863,6.493792803,6.284260863,7.651998713,7.553000481,6.821892395,6.374581253,7.033153375
ABCB11,3.553077157,7.264740098,6.638348589,4.473465953,7.229706745,4.618962298,6.427574609,5.170219326,7.061036711,4.288663389,6.586558179,6.09183947,7.380951634,6.95147562,7.114333239,6.518013858,6.578481191,4.982752699,7.506808698,5.03808568,4.34251045,7.638960568,6.513507631,8.180850537,6.442838737,4.83814121,4.640563449,5.320740802,7.101419967,6.14129161,6.318877143,5.824303612,4.6319455,7.263233508,6.495565631,6.098997007,4.934811692,7.657252028,6.225902558,5.520348089,4.505793447,5.206193241,7.987201254,5.009685862,4.830918245,4.627713239,7.072492696,7.426826222,7.340172758,6.582822436,6.931537582,6.219173246,6.497247834,5.647488044,6.458246288,7.471437592,6.464909094,6.672140044,3.38177864,6.653402963,7.086591262,6.488489446,6.774054663,5.39176351,5.492120316,4.628069141,6.317528766,4.6512261
ABCB4,3.76538266,6.158869221,5.485609024,4.418845024,3.88565484,4.371715906,4.912040176,3.748605313,3.644365236,4.358932277,7.711597182,5.054151941,6.540037752,5.809295839,5.182235937,3.057826282,3.500465751,6.126166886,5.023792973,4.615957866,4.960470386,5.115706501,4.825215595,5.714118599,5.584369167,4.286011016,5.529963244,4.980877035,3.884486759,2.53175763,4.364208143,6.409021797,5.891384703,2.654382796,6.134134228,8.017498097,6.582227695,5.888869249,4.39094444,5.963821537,4.444640339,5.038776138,4.74890669,4.052664085,3.900767944,7.08589332,5.644396764,3.750428703,3.881250749,6.268008752,3.85859626,3.890247592,3.160205777,5.024421332,3.732524278,2.200420778,3.720634004,6.923953582,6.277496925,6.027925752,4.957944469,4.787091444,3.562337096,6.234572399,5.375040297,5.918871466,3.684470805,5.523829229
ABCB6,8.210806887,6.952605737,8.491861277,6.474789342,8.097853823,7.588272969,8.436604785,8.540908854,7.472154859,8.536016259,7.799441262,8.861106167,7.691151694,8.128424176,9.235524103,7.639843706,7.291636692,8.355408216,7.99053202,7.60084317,8.681984755,8.384461917,8.481964747,8.271761604,7.898280139,8.827448883,8.012847459,7.238791769,8.09039693,8.302761831,5.223331717,8.630166542,7.805142047,8.241462736,8.212965085,7.569100701,8.938204134,8.881646178,8.664352536,8.017927028,8.548765194,8.838760871,8.99645173,8.264951968,7.741912933,8.476578566,8.597512931,8.942946348,7.622564779,8.87264585,8.706358104,8.645642022,7.656414128,9.350300969,8.299801739,8.168692233,7.037275558,8.675423933,8.639912054,8.741123534,7.93308118,8.571244288,8.950519334,9.346142711,8.413192978,8.215148407,8.291489647,8.430202057
ABCB7,8.959142938,8.550153827,8.503609629,8.176268912,8.164886191,8.613166425,8.128663623,7.527144684,8.432252383,8.505783281,8.53388471,8.681236201,8.876705571,8.299090323,8.895170113,8.365384206,9.382044351,8.514663841,8.406682143,8.038106674,8.811731871,7.874334807,8.335290433,8.330540637,8.322166933,8.142726031,8.741200251,9.095487327,8.396036351,7.715756254,8.183387615,8.574978953,8.041830393,8.37338637,7.918217134,8.744056741,8.309642767,7.262578147,8.694358754,8.752794187,9.053716113,9.207431504,8.51606353,8.312165168,8.502725483,8.270161315,8.089503731,8.136398415,8.03919972,8.484552038,8.854951737,8.514283414,8.903189383,9.137002009,8.107020397,8.960827908,8.611492309,8.830709257,8.744015367,8.970119479,10.18177227,8.50751128,8.763169431,8.477925454,8.724523243,8.193538678,8.840206424,7.643556999
ABCB8,7.030145474,4.781395522,3.209566055,4.853096771,4.548828974,3.548197122,4.139540431,3.94795207,5.085539144,3.493378386,3.079898263,3.542215952,3.700341795,5.475197735,6.85339676,5.558295126,3.230388498,4.138454217,6.748813295,2.759437667,6.208791731,4.077899241,4.963552696,3.254461196,3.901245526,5.591994954,4.61446854,4.064373667,5.560802937,4.378568121,3.467655495,4.547973495,5.491309432,4.351912155,5.556843924,6.45167697,6.717953745,3.932607738,4.407562707,3.949755788,4.968555631,4.109325568,5.61616331,4.585027661,4.140959378,3.910357659,3.753978651,4.694488725,6.268205987,6.792123286,5.205096898,7.00052243,3.924652696,4.97510575,4.820508482,4.802146691,3.988806374,6.196892181,3.463522347,3.45427588,3.752365788,4.847677372,6.969583541,6.13029665,6.111538379,4.750076537,5.057583126,5.768146714
ABCB9,6.69726057,7.46083424,6.377248273,6.90261367,6.928541021,6.356270405,5.966512752,5.513411763,3.526580313,5.842240177,4.412280455,7.121291165,6.263790355,6.428102381,6.295016506,6.120206392,7.64841597,6.640354964,6.084432623,6.149384148,7.634086495,5.023242141,7.03069539,3.815523604,6.410038224,5.16113467,7.511173831,4.59240469,5.34957506,3.937614734,7.318005202,6.259837328,7.103122841,5.665185793,7.457130116,7.707424231,5.970347964,6.351766856,7.018960482,6.641298159,4.191209404,7.913376848,7.950045711,7.61018466,7.224182795,7.183180156,6.635471843,5.381476661,5.289600162,8.052015418,7.00720046,7.177899006,4.014268414,6.743085846,7.514752697,7.096563378,7.561430985,6.515451276,5.462062445,3.129780164,4.49173494,7.542214809,7.323004071,6.069729496,6.316603842,6.620176662,4.651180916,4.413612533
ABCC1,9.62892572,10.08052539,10.05579988,9.307416127,10.02343831,9.713017963,9.666361719,9.992979307,9.800448525,9.522360765,9.672496132,10.70670075,9.283001781,9.752518654,11.02931127,10.03673216,9.838472587,9.888968006,9.753838295,10.3934464,9.338623314,9.597759082,9.943579508,10.19913739,9.942198707,10.76630986,9.673244551,9.416725859,9.240211526,10.27795393,9.684877934,9.23885791,9.686042243,10.03428638,9.877641242,9.676978383,9.484762087,9.826422492,10.3923406,10.51503495,9.898318619,10.40096822,9.522318772,9.42742422,10.07998014,10.31130484,10.4048732,9.933545982,10.45596628,9.678036437,10.08011023,9.756045215,9.560252053,9.678823866,10.06999937,10.11969428,9.427868712,9.97801031,10.29038524,8.805566858,10.00856333,9.726304859,9.528146644,9.53642373,9.818324325,10.46440954,9.6571977,10.04897962
ABCC10,8.809633218,9.104315761,8.708796183,8.633181961,9.4069647,9.413102191,9.322342551,9.041256024,9.106684318,9.44749704,8.347115228,9.322197052,9.347205515,9.010401667,9.133693014,9.28232827,8.974384742,9.448032748,9.301173805,9.779940291,9.36545823,9.437129368,9.052544355,8.831013858,9.64670975,9.863622614,9.29905295,9.505443699,8.9250682,9.323976469,9.034649291,8.985791098,9.421264252,8.566114791,9.265716948,8.193231538,8.52999479,8.90449775,9.60535375,9.410683993,9.689671999,8.551287978,8.805482181,9.528092039,9.008633656,8.839480654,8.430127109,9.234237832,9.520634766,9.343708425,9.734031907,8.489306004,9.135738353,8.972506542,9.083011612,9.664298161,8.395129902,9.164218541,8.72730493,8.60326163,10.41109785,9.117068127,9.262281515,8.768414857,8.172659532,9.429664449,8.290183586,8.669736337
ABCC2,6.959569021,4.239555516,3.171461929,3.715069203,3.02229425,4.720871491,3.265353361,6.244788739,4.658619131,4.285355578,3.529630929,4.736384872,5.999871964,3.234087679,4.799314603,4.990409304,5.239978018,3.808008815,4.60869641,4.14120516,2.890429352,5.221028808,3.942443948,4.265993898,3.782288269,4.844267126,4.99054786,4.19406797,4.339037985,4.378865173,4.064586015,2.873449165,4.044864919,5.145468545,5.826543392,4.948167582,4.439995417,5.529976158,4.03641281,6.811213562,3.671912253,3.012303867,6.561404535,4.191819456,5.269032256,3.417936808,6.264286215,3.887552303,4.024055524,6.225168899,3.85758789,5.374712719,3.328294685,3.80766596,3.412304619,4.076869312,5.053577461,6.893231615,4.572519021,3.374404958,5.223962093,6.13833762,3.897024113,6.340921831,5.660918995,3.556455381,5.285903474,6.763035257
ABCC3,5.098804752,8.237541884,7.178906522,5.114750337,6.247702059,6.879865123,6.837600426,7.506515483,5.982580131,4.609937507,8.863005162,7.425333714,4.030789974,8.728918524,7.504793921,8.282519308,6.84113581,6.944420702,7.764230711,5.232258239,6.296820921,8.554251876,4.975359639,6.341188458,6.970040255,6.369634713,5.494293317,5.570644197,7.303932193,6.320467674,6.767176424,9.773453746,4.980858956,4.414374682,9.61135218,8.71735974,8.89559303,9.50392566,7.035462161,8.553109967,5.052744394,8.660661897,6.615210755,4.900450707,5.068108979,8.737824097,7.501796694,7.155867532,8.150774486,4.73448622,4.277958789,8.547425421,6.241068902,6.261924649,8.212939777,9.386617322,5.038255849,9.523201441,7.256760875,5.62734747,8.420992612,4.981862484,5.908882444,7.086375762,8.515279111,6.37732863,7.386424204,8.216561267
ABCC4,11.93890157,7.793590248,8.639694491,9.034665749,9.26296065,8.555317603,8.775148308,9.09090521,10.46039666,7.956056993,8.072276502,7.04959238,9.265345219,8.347319924,9.713537789,8.955458174,8.762245768,7.716638491,8.045389238,8.244549863,10.1004073,8.184568236,8.786082256,9.768693007,8.508986691,8.72987745,8.93811273,10.46139393,9.361466397,9.316682646,10.06219862,9.910190108,8.694598528,8.765390185,8.021664222,7.645294546,7.930504749,10.27863662,8.426966246,8.07991239,6.712067944,8.939628839,7.99318899,8.671581435,9.948375433,9.40514112,8.105230696,8.663816143,7.245953169,10.05755341,7.853619817,8.492755882,10.15799729,7.083953511,9.921801928,9.390572322,8.232432326,5.996450536,8.942663767,7.673381595,8.945259516,8.352066583,9.963303077,8.266530751,9.426678806,9.027409486,9.525635997,9.191177091
ABCC5,10.07916288,9.69382976,9.433996964,9.730474514,9.789744603,9.673249186,9.453457781,9.715052588,10.17251447,9.626748023,9.316139355,10.82863869,9.936013495,9.483151069,10.36902787,9.794373089,10.00603975,9.69034397,9.825979941,9.883423449,9.275872516,9.741594248,9.456766414,9.735493196,10.1763064,9.96392032,9.778434383,10.06670776,9.277378642,8.550090016,9.450153435,10.02435507,9.313039734,10.41216763,10.13102426,8.612836849,8.75115215,9.80823262,9.459120676,9.355260705,9.823348701,9.457551298,9.313563373,9.164529861,8.841998623,9.674631299,9.170927095,8.750760408,9.273323983,9.576789913,9.39155886,8.794742382,9.87239251,9.361225382,9.578310905,9.289052894,8.973169354,9.061109814,9.336815399,9.511776696,9.610694109,9.878898701,9.700597204,9.533101302,9.71135288,9.731705408,9.506554523,9.740051867
ABCC8,5.351858797,4.44339759,4.282332887,4.987664319,4.218486925,4.336602351,4.08935884,4.187297877,5.46310514,5.438641475,5.201686227,3.901275784,5.164436581,4.023411656,5.202659201,4.04714157,5.44445737,5.58573162,4.970626843,5.106345025,4.735775528,4.739304739,4.137310294,5.14490113,4.230207896,4.475530127,5.423108527,4.93096659,4.454704586,4.294697335,4.742330738,5.168462393,5.033164682,4.849642122,4.290789562,4.494047733,4.11625926,5.778078519,4.430844232,3.875319368,4.762868357,4.092765969,4.946751291,5.003331888,5.3659232,4.361826441,4.959913723,4.532251923,4.471255827,4.75991136,3.770471899,4.449357277,4.620989725,4.991420699,3.910748385,4.263095094,4.676574518,4.624508066,4.856346747,5.478562436,4.90289039,4.719237926,4.990753342,4.681449831,6.264632575,4.93265833,4.8907726,4.647518369
ABCC9,7.924921199,6.729996374,7.063050811,6.74264854,6.615480026,6.240283324,7.732503717,7.102171205,7.290712024,6.376679612,7.51147625,7.804319519,7.028809274,7.821140085,7.245411856,7.221648404,7.127553414,7.490206647,7.556748975,6.800495252,6.8151686,7.740245905,7.43119059,6.98225323,6.958245666,6.308507429,7.847229416,5.02489562,7.800635778,5.928635688,7.355918065,7.017642289,6.435785956,3.650778537,7.070084625,7.140161365,6.401452342,7.872753394,6.022689313,5.85656652,6.420270741,6.38209634,7.208002507,7.194127135,4.498100728,7.101548164,6.878563619,7.578053244,6.928073723,7.431817387,5.912977856,6.16058551,7.144664381,7.35905453,6.494487687,6.640650671,6.506947164,5.57592779,7.14998065,6.828906138,7.184788547,7.317893851,7.188549074,7.19756491,8.285856888,7.382317832,6.443364475,7.020413705
ABCD1,8.99862974,8.802729148,7.638805143,8.261803381,8.734596643,8.418288627,8.680462582,8.566077043,8.382178695,7.946395086,8.046814918,8.447302833,8.226660273,8.218454644,8.16408172,8.854299236,8.73042111,8.33836381,9.096674762,7.698235894,7.401794303,9.285273958,8.84056019,8.227412013,8.273752293,8.508168398,8.420831781,8.3336191,9.284264906,8.005627101,8.097781397,8.319178957,8.104632416,7.694256154,8.864480629,9.151809517,8.605618577,9.056220345,8.901951403,8.460330384,8.168710305,8.263093053,8.091289199,7.773910205,8.625064045,8.641188824,8.687139774,8.618897478,7.864239926,8.643529665,8.009246909,8.433630519,8.496782112,9.077139922,8.262087561,7.987243546,7.907795643,9.254601828,8.839476219,8.268489041,8.254173639,8.340631513,9.026396866,8.818251501,6.998683569,8.03381127,7.597148048,7.700886338
ABCD2,6.403033137,6.902461554,6.045392342,5.377747758,6.071535477,6.664609934,6.108832779,6.648907931,3.439137977,5.860090766,4.392055364,6.138664041,6.106552096,6.128129309,4.469358384,5.479978808,6.690926536,4.302360292,6.265491477,4.93363026,7.1651545,4.617427635,5.74384481,5.587455036,1.900777165,6.431076469,6.858091955,6.337289403,6.013550421,6.066111727,2.850062956,4.523825849,4.841182569,2.938379345,5.379693944,6.772053809,3.57555773,7.284970465,5.995914741,2.141697545,3.967766484,6.270361115,6.394977373,3.933643146,2.369617024,5.679382761,5.236501146,4.497797414,5.166729945,5.940265556,2.1803771,4.913700637,6.497283096,3.441812719,2.565438173,5.83270524,6.139707152,6.214400721,6.063675354,5.122494849,6.592482721,5.518930752,2.575460693,5.196086159,4.407943005,5.141327623,4.204549845,5.062047967
ABCD3,10.0429646,9.75082656,9.163341624,9.18906425,9.774189292,9.721125301,9.678951494,9.222323005,9.854225385,9.340793192,9.60048866,10.30288733,9.436302209,9.877617309,10.01629926,9.579702178,9.719976095,9.656787231,9.826284804,9.975733353,9.300539468,9.163031378,9.941264766,9.82493665,10.05854184,9.899610853,9.491232696,9.122696298,8.449807949,9.598813988,9.491815113,9.28639489,9.666137587,9.450340867,9.893812054,8.515593286,9.139975193,9.594078943,9.722333088,9.085719057,9.739566976,8.762773032,8.726599924,9.208113414,9.334500275,9.573986229,8.905819187,8.717899619,9.484669922,8.939616954,9.853945377,8.519894646,9.170640537,9.418126853,9.901586682,9.859596577,10.33517326,8.170079624,8.471131907,9.517080135,9.86590528,9.474455662,10.38814626,9.699020767,9.002756187,8.810391604,9.442423317,8.564626644
ABCD4,7.377953422,8.232562262,8.277912889,7.81481198,8.589787936,8.276453261,8.087795401,8.175040343,7.706488374,8.188507893,8.663317777,8.596699712,7.960053502,7.881323155,7.12396404,7.921563989,7.83943316,8.302822449,8.813058891,8.2704618,8.725797927,7.901651261,7.644711457,7.798111666,8.718027771,8.523096154,8.715685446,8.149298543,7.471085203,8.840492132,8.220367739,7.94234092,7.964589556,8.265208974,8.638498366,8.814268088,8.681667047,8.877422517,8.513732948,8.697010854,8.421987318,8.828208427,8.218920393,8.101698623,8.34181975,8.92083893,8.26702387,8.248561278,8.882805022,9.142004396,9.405131806,8.080639953,7.755643223,8.035874415,8.402278621,8.107031263,7.43148089,8.845157269,8.714864137,8.848478605,9.222484936,8.238347908,8.313976711,7.783133736,7.939807851,9.307699432,7.338841691,9.143819462
ABCE1,9.298279267,8.952469583,10.38006925,9.919097165,9.959121843,9.592494853,9.78413888,10.01960269,10.02002541,9.661305384,9.178636153,10.55640114,10.67944647,9.559246251,9.342769213,9.916072059,10.34811648,9.180071272,9.967758688,9.006777975,9.173377749,9.515450251,10.13257297,9.809241588,10.31793208,9.610353329,10.06862006,10.24773354,9.754288868,10.25074372,9.607634637,9.940435958,9.857091675,11.44504179,9.281651749,9.76742466,9.02197474,9.729518969,9.163262767,9.523157316,9.673357881,9.781438229,9.744845306,9.749285878,9.752820528,9.780945417,9.169915315,8.730126593,9.836923705,10.18888149,10.18094119,9.601309825,11.1488867,9.825591184,9.460280795,9.828605595,10.30652643,9.639153003,10.4199837,9.944633832,10.38967769,9.935366793,9.29276249,10.40714633,9.466632524,10.12415025,10.2322187,9.75364803
ABCF1,9.821257324,10.19516748,10.87279953,10.60255601,10.87289501,10.26931306,10.36857265,10.85406492,10.2069823,9.634165956,9.937758497,10.71189535,10.85658783,10.21372672,9.697843978,10.32536531,11.076668,10.42769866,10.43623263,10.61852738,10.27337739,9.986393747,11.14804306,10.09380833,11.02995504,10.61901353,10.28877356,10.58276743,10.97971492,10.64388023,10.64974683,10.32720229,10.15317137,10.5979565,10.24660719,10.23701835,9.915152354,10.14731394,10.51488988,10.65897885,11.3076516,10.27012352,10.0903557,9.854974203,10.09523718,10.36716376,10.21935219,10.14918064,10.65775752,10.1461267,11.4244418,10.09121196,9.793377176,10.56189842,10.32502495,10.00632641,9.415398879,10.17306955,10.03589358,10.31244795,10.25346584,10.21604392,10.34259853,9.904436189,10.92773757,11.09204857,10.71359504,10.15262959
ABCF2,9.68018409,9.50315047,9.648544351,10.01741209,9.435890161,9.352466881,8.635038934,9.995754661,10.26372252,8.978546721,9.256091427,9.546253763,9.406481298,9.570987197,10.25949163,9.868564543,9.743368957,9.504505216,9.642277846,10.07226204,9.614976144,8.708917593,10.62475572,9.554817314,9.386437193,9.643327782,10.03281066,9.505885665,9.481917142,9.429466355,9.542711822,9.745945171,9.548788839,9.432794235,9.362815101,9.056475249,9.161070752,10.00004255,9.984178596,9.383295739,9.975763463,9.733571533,9.933746965,9.971647124,9.736459776,9.292063977,9.674759277,9.184282015,9.800654506,9.930640069,9.595363943,8.919896271,9.761740973,9.35922801,9.693040973,9.545583877,9.575221334,9.211066281,8.992090604,9.2770997,10.2694213,9.661085869,9.800380033,9.545443849,9.760943607,9.920299527,9.715401503,9.812542491
ABCF3,9.395599262,9.301825996,9.264596499,8.894462892,9.203990699,8.674669467,8.959736486,9.265318177,9.040261125,8.902207266,8.733716861,9.424653433,9.063958342,9.127307341,9.398865019,9.184015911,9.336552228,8.760097239,9.752556849,9.485036745,8.833064129,9.732674602,9.129612905,9.836475629,9.630716056,9.092875978,9.219629129,9.519242587,9.833545464,8.382097032,9.164659139,9.287842248,9.345308138,8.983309188,8.698125285,8.766713014,8.829077175,9.381910572,9.087803279,8.961313246,10.30247646,8.755163208,8.581545903,8.839304528,8.987530762,9.47765774,8.541598143,9.076905183,9.43319904,9.233595852,9.32009498,8.886486007,9.022990367,8.949629674,8.98939471,8.144207591,8.096270996,8.898050875,8.944054337,8.459942948,8.935267912,9.587886871,9.484228492,9.222525928,9.531628246,9.520623032,8.892702603,8.9548893
