symbol,GSM642933,GSM642935,GSM642936,GSM642937,GSM642938,GSM642939,GSM642940,GSM642941,GSM642943,GSM642944,GSM642945,GSM642946,GSM642947,GSM642948,GSM642949,GSM642951,GSM642953,GSM642955,GSM642956,GSM642957,GSM642958,GSM642959,GSM642960,GSM642961,GSM642964,GSM642966,GSM642967,GSM642968,GSM642969,GSM642972,GSM642973,GSM642974,GSM642976,GSM642978,GSM642979,GSM642980,GSM642981,GSM642983,GSM642984,GSM642985,GSM642987,GSM642988,GSM642989,GSM642991,GSM642992,GSM642994,GSM642996,GSM642997,GSM642998,GSM642999,GSM643000,GSM643002,GSM643006,GSM643007,GSM643008,GSM643009,GSM643010,GSM643011,GSM643012,GSM643014,GSM643015,GSM643016,GSM643017,GSM643019,GSM643020,GSM643022,GSM643024,GSM643026,GSM643027,GSM643028,GSM643029,GSM643030,GSM643031,GSM643032,GSM643033,GSM643035,GSM643036,GSM643037,GSM643038
ABCA1,9.05628,8.87167,8.94257,8.62602,8.78283,8.86109,8.77318,8.77212,8.94319,9.087,8.76933,9.09254,9.15065,9.33817,9.4117,9.71504,9.54475,8.71918,8.34595,8.86828,8.60577,8.31611,8.91432,8.96372,9.46737,8.72827,8.06562,9.96338,9.75965,9.83075,8.98367,9.05609,9.06759,10.3358,9.57255,8.71458,8.31192,8.76749,9.04496,8.59535,8.36042,10.1297,9.88541,9.53444,8.43758,9.36016,9.55981,8.86799,8.96372,9.41481,9.11057,9.74519,8.95455,9.85412,9.27784,9.14631,8.9991,9.22601,8.27986,10.0148,8.801,8.09106,9.24313,8.28145,8.60825,9.22002,9.29088,8.76286,9.68052,8.46272,9.81614,9.33279,7.34463,9.7979,9.09108,9.01664,8.51507,9.03755,8.8391
ABCA11P,3.75968,4.84798,5.9952,5.71487,3.82017,6.06713,4.88238,5.92988,4.44633,3.89086,4.88661,5.39833,6.32032,4.537,4.73632,5.00609,4.40304,5.75922,4.83684,5.72661,4.78491,3.72643,4.77767,4.66431,3.58925,4.68148,4.54727,5.79086,6.18968,5.02051,3.93222,5.22296,5.33041,3.70349,5.41367,7.07992,4.51661,4.85559,3.91368,7.83878,6.47131,4.45247,5.19955,4.0868,6.51068,4.78576,4.5349,4.71524,6.88899,5.69452,5.29932,4.66368,4.69987,4.03084,4.83438,4.90652,4.17358,4.47189,4.60184,4.46916,3.26813,5.41167,6.5844,5.09039,6.95888,4.91388,3.63665,4.4714,4.39764,6.55587,6.57395,4.96547,5.92543,3.83686,5.70944,4.22188,5.12365,3.8197,5.03174
ABCA12,2.44234,2.42019,2.4563,2.42258,2.43755,2.44588,2.52691,2.42876,2.45538,2.44287,2.47899,2.45771,2.4175,2.43051,2.64032,2.44744,2.42751,2.80061,2.4482,2.42535,2.5266,2.43306,2.81393,2.43081,2.46446,2.51669,2.41976,2.51297,2.48409,2.5327,2.50646,2.48961,2.54953,2.47531,4.59343,2.48516,2.43207,2.44022,2.64166,2.47724,2.48103,2.47876,2.47908,2.43737,2.48884,2.63314,2.47432,2.45779,2.4865,2.43866,2.42521,2.36579,2.5711,4.72335,2.53113,2.47628,2.47425,2.51932,2.57125,2.4545,2.44299,2.53776,2.44277,2.48229,2.44597,2.49676,2.40611,2.71044,2.52025,2.56693,2.49222,2.47541,2.62656,2.54135,2.48829,2.40657,2.47817,2.57047,2.47206
ABCA13,2.91753,2.73926,2.85235,6.02239,2.87592,2.83933,2.92142,4.45427,4.49672,2.85713,4.187,3.13204,6.1456,2.8942,2.95963,2.95236,2.87257,5.75624,2.83137,2.89076,3.14313,2.80883,3.28692,2.73895,3.76196,3.06989,3.56196,6.45339,2.84973,2.89045,2.87843,2.92264,3.12755,2.90061,2.88959,2.91773,2.81452,2.85252,2.98338,2.93982,5.49864,4.42794,3.01294,3.7176,3.07499,7.00341,2.99489,2.82405,2.8899,2.98546,3.27579,2.94747,2.81885,5.90281,5.3259,4.91979,3.06977,3.08343,3.50397,3.05835,2.79726,2.99364,2.98722,2.88925,2.82774,3.64123,2.79678,4.56258,2.99876,3.016,3.13937,3.3945,4.30717,3.21258,6.45574,2.94091,3.20449,4.82952,5.08179
ABCA17P,3.72509,5.21903,3.0125,3.09349,2.90189,2.92542,3.01566,3.01745,2.96489,2.85592,3.5867,2.28474,6.19898,3.04484,4.05555,5.11403,3.27262,4.91726,3.10519,3.53039,3.11556,2.9883,3.01193,2.89542,3.73467,3.4001,4.37945,3.47504,4.70595,4.30997,2.28878,4.05091,3.30931,3.14133,3.05729,2.26675,3.00218,3.09241,3.50341,5.35397,5.89715,4.81776,5.15334,3.14327,2.85169,5.43497,2.99958,3.13222,3.23465,3.40794,2.94117,2.96668,3.00333,3.23193,2.8634,3.12802,2.99531,4.34829,3.1143,3.0164,2.87569,5.28763,2.97889,3.39498,2.88641,3.57201,2.93613,3.14544,3.11175,4.93453,4.35416,5.63605,5.44963,2.99877,3.0846,2.89801,3.37397,3.58569,3.14287
ABCA2,3.62106,4.10035,4.7067,4.59597,3.54898,5.2249,4.92198,4.37333,4.35261,4.24518,3.7316,4.32635,5.01221,3.21831,4.65111,4.13065,4.12647,3.84191,3.86279,4.09712,4.07952,3.67137,3.44287,4.24044,4.13035,4.15945,4.84224,4.37606,4.81508,4.08163,4.31622,4.9885,4.14178,3.12407,4.31877,4.91613,3.8407,6.72385,4.49213,6.23787,4.17609,4.31808,4.45565,4.10403,4.34569,5.85876,4.44531,3.34219,3.98963,4.13398,3.12598,6.06909,4.36105,4.44629,4.33601,4.12502,4.30341,3.58574,4.29587,5.26815,3.37784,4.25049,4.47499,3.27219,4.68604,4.68175,4.55856,5.24972,3.24273,4.97237,6.16214,4.47501,4.04129,4.1436,4.01017,5.7294,4.48174,4.07858,4.88801
ABCA3,4.57554,3.85661,4.171,3.81827,2.05497,3.31935,3.31756,3.34145,3.32332,3.22854,3.943,3.06483,4.98505,2.58958,3.68087,3.81243,3.08429,3.29857,3.4434,4.64614,3.34894,3.75816,2.59236,3.83012,3.70546,4.73361,3.89183,3.32612,3.41841,4.36167,3.33998,4.62949,3.63019,3.42088,3.29035,2.59398,3.60172,3.30755,3.34789,3.46063,4.88846,3.56943,3.38297,3.79339,3.30013,6.22361,2.52344,3.33041,2.99225,3.58658,2.62117,3.43273,4.66665,3.58202,3.19464,3.36794,2.99216,3.38461,3.38854,3.47085,3.9885,4.94496,2.98289,2.95405,2.23056,3.33699,5.42664,3.34095,3.13031,5.0405,4.48138,3.9375,3.3319,3.40046,3.34013,3.32443,3.42973,3.32932,3.3525
ABCA4,2.64593,2.38666,2.0119,2.61886,2.74131,2.82023,2.4034,2.34188,2.93697,2.49649,2.34751,2.37687,2.36807,2.36183,2.36821,2.3796,2.30885,2.37722,3.26034,4.02584,2.36215,2.37207,2.46283,2.78264,2.35235,2.29105,2.29329,2.35516,2.35005,2.41458,4.46714,2.49742,2.36407,2.38651,2.29619,2.33947,6.112,3.85129,2.34209,2.3728,4.61232,2.39519,2.63645,2.34977,2.3068,2.40156,2.33298,2.40113,2.3578,2.35933,2.36249,3.42701,2.46218,2.35499,2.26009,2.35561,2.42199,3.65423,2.45051,2.34986,7.27807,2.45487,2.37814,2.4176,2.4015,2.38929,2.35002,3.68075,2.6851,2.39725,2.34933,2.40106,2.36021,2.36081,1.95114,2.3971,2.34916,2.54517,2.346
ABCA5,7.26941,5.84933,6.44203,7.69524,5.43292,5.94346,6.99639,6.91579,7.81101,5.4642,5.10686,7.00891,6.27737,5.77342,6.88645,7.42494,5.74081,7.05509,6.70243,6.05484,5.57996,5.70597,5.18108,7.06464,6.2781,6.21875,7.48438,6.64228,6.75488,7.21745,6.75123,7.10501,7.78997,6.22973,7.83994,6.76035,5.5623,7.58966,7.72997,6.82558,7.27485,6.85684,6.13714,7.11704,8.2766,5.67321,6.5286,4.72596,7.73196,8.02153,7.33964,4.87271,6.01627,7.24529,5.42903,5.80662,5.9352,6.16832,6.1632,7.54776,6.90749,4.58434,6.30586,7.21613,5.8788,7.44579,5.09692,6.06313,6.2491,5.85122,6.69964,7.32547,6.88984,5.44216,7.76093,6.31348,7.21035,6.6794,4.52949
ABCA6,3.29791,3.272,3.27591,4.12871,3.27237,3.23636,2.7509,4.17887,2.8288,3.25353,3.28781,3.44848,3.32336,3.28384,3.74353,5.9022,3.76007,3.52631,3.82774,3.4462,2.75041,2.74851,3.38013,2.64542,2.90785,3.31616,3.70451,3.27253,4.31001,2.87551,2.88179,3.3253,3.16706,2.83668,3.40665,3.26599,3.34581,2.93761,2.9918,2.8154,3.11476,5.10469,4.19652,3.35622,6.05021,2.88054,5.08582,3.31884,8.50408,3.86325,3.39805,3.44629,4.15331,3.34284,3.17043,4.36669,3.76353,3.73035,2.84545,3.38745,2.75464,3.08114,3.34786,3.36369,3.29125,2.96958,4.51739,2.78661,3.36922,3.36402,3.04817,5.32044,3.34857,4.38859,3.16244,3.30574,3.49625,3.3287,2.95053
ABCA7,3.535,2.72183,3.01242,2.95323,2.96641,3.54191,3.94245,3.82091,3.02383,3.04217,4.78424,3.03022,2.95209,3.0762,2.99046,3.44007,2.95212,3.47406,3.00572,2.51483,2.93102,2.93953,4.15991,3.03749,2.922,2.98985,3.6299,3.00594,2.95988,2.97629,2.54452,3.00928,2.99091,3.00603,3.3754,2.9998,2.99163,3.08488,4.12001,3.04253,3.0122,2.50896,2.98891,3.00558,3.04586,2.99899,3.18671,3.01985,2.46437,3.04488,2.93751,2.85107,3.55608,3.74936,3.0641,3.1372,2.93705,2.55147,3.93576,3.69928,3.06958,2.95729,2.98722,2.95159,3.25702,3.4021,3.24945,3.0206,2.96817,3.04787,3.31816,2.54835,3.69029,3.09324,3.08775,2.88409,3.0661,2.94901,3.37117
ABCA8,3.31227,2.81924,3.56377,7.69806,6.47332,5.6284,3.05077,6.75421,2.92823,3.62058,3.25575,4.42903,5.10898,6.61868,5.18073,9.13087,6.28358,5.67283,4.85235,5.90055,3.00244,2.837,6.13542,3.18767,2.848,2.86928,6.50812,3.50078,5.52309,3.57919,3.96337,5.88805,3.01079,2.96982,3.05987,5.02259,7.31337,2.9388,5.41117,2.98907,2.9699,6.79277,7.0998,5.07086,8.57512,5.38187,5.71653,2.97314,12.409,5.81804,5.72508,4.1709,7.30054,3.06485,6.52168,9.86924,3.8149,5.50256,3.06865,2.88227,2.93651,2.79561,3.55282,3.22119,5.69791,3.4135,4.12935,2.85198,4.94023,5.76297,5.91274,8.97729,3.48047,7.01687,7.05155,5.83344,6.75601,4.92197,2.95135
ABCA9,3.39292,3.34094,3.38626,3.63863,4.03077,3.39426,3.29514,3.623,3.15745,3.21954,3.45733,3.3506,3.23849,3.32219,3.54678,4.43146,3.13877,3.30018,3.33734,3.92399,3.31474,3.16274,3.52503,3.0416,3.22202,3.54752,3.35617,3.44202,3.41518,3.34071,3.5382,3.84187,3.49853,3.31204,3.28615,3.62771,3.35402,3.2358,3.69547,3.31931,3.07141,3.41317,3.55126,3.22925,3.76547,3.30155,4.64385,3.23503,3.44844,3.30128,3.43127,3.45111,3.18045,3.52304,3.39073,3.85389,3.41695,3.42829,3.6869,3.32127,3.11724,3.71615,3.31404,3.23697,3.33055,3.26949,3.38351,3.25598,3.34262,3.70957,3.41537,4.42492,3.67231,3.40782,3.29058,3.3454,3.66723,3.5563,3.58389
ABCB1,2.96113,2.95517,3.09142,2.91285,2.94011,2.99982,2.99355,3.02485,2.98505,2.98509,3.10671,2.97216,2.95744,2.99825,2.97317,3.02724,2.9279,2.91438,2.98184,3.07017,3.08442,3.0356,3.80239,2.90777,2.98911,3.04383,3.00608,3.02907,2.97622,3.04971,3.01504,3.02966,3.08416,2.98292,3.05161,3.14598,3.23133,3.32093,3.38517,3.02907,2.94527,2.93182,3.02449,2.93902,3.04879,3.01547,2.97799,2.94336,3.03237,2.93642,2.91525,3.28401,2.98969,3.16901,3.30832,3.12117,3.05337,3.06021,3.20074,3.02907,2.99096,3.05666,3.00377,3.02809,2.95689,3.07196,2.90982,3.16098,3.27112,3.41984,3.01509,3.00953,3.10949,3.11217,3.06141,3.01341,3.074,3.04767,3.05122
ABCB10,7.5722,7.11116,7.4317,9.15092,8.04322,7.23907,8.48345,7.42635,7.87947,7.70074,8.08709,8.11299,7.81043,8.39637,8.38169,8.47246,7.54038,7.881,8.54452,7.45152,8.3305,9.4415,8.10511,7.41983,9.21092,5.73521,7.95021,8.68829,7.99302,7.30339,7.68312,8.22646,8.54814,8.05326,7.50755,9.47611,6.5736,7.37754,8.79756,6.95667,9.0758,8.74098,7.85761,7.00884,7.97392,7.30704,8.07317,8.09278,7.31288,8.00437,7.97392,7.54704,7.3615,9.02551,7.43131,5.24003,7.25365,6.70633,7.69071,7.82646,8.71124,8.68949,6.91739,8.73812,7.15836,7.5576,8.05003,7.77626,7.91033,6.99242,7.30844,8.05606,9.06207,7.51367,8.42108,6.67669,9.03173,7.08074,7.44193
ABCB11,2.47492,2.46307,2.45069,2.42895,2.4509,2.48493,2.48402,2.48385,2.47773,2.46745,2.51801,2.47563,2.45195,2.5409,2.50121,2.4091,2.47861,2.46162,2.45484,2.54109,2.56233,2.45574,2.4623,2.42675,2.49381,2.49292,2.48493,2.59276,2.49822,2.61152,2.51146,3.09781,2.50836,2.48885,2.40814,2.603,2.49059,2.59822,2.55581,2.49797,2.45184,2.47057,2.49187,2.46539,2.49579,2.49538,2.48467,2.46228,2.48231,2.45643,2.48405,2.46266,2.49586,2.54352,2.47241,2.48857,2.46922,2.49354,2.47359,2.51049,2.47272,2.47077,2.45913,2.4988,2.47165,2.48625,2.44639,2.49694,2.53311,2.53862,2.48039,2.47967,2.5325,2.48892,2.49946,2.47935,2.51277,2.53006,2.50485
ABCB4,2.34179,2.34143,2.33519,2.34056,2.34663,2.3656,2.37379,2.34077,2.36212,2.36097,2.35373,2.35614,2.35726,2.3473,2.37124,2.36238,2.36941,2.32931,2.41394,2.34239,2.51093,2.33195,2.42862,2.31854,2.34512,2.38508,2.30617,2.39037,2.35226,2.38157,2.39789,2.38104,2.41059,2.35439,2.3456,2.37647,2.32541,2.39374,2.40797,2.34928,2.31803,2.35677,2.37942,2.36469,2.40722,2.38459,2.38032,2.34572,2.37843,2.3398,2.32495,2.44595,2.35517,2.41003,2.34672,2.36721,2.38286,2.38235,2.44099,2.33993,2.34406,2.44203,2.34046,2.3873,2.34242,2.36857,2.34142,2.38526,2.37811,2.43404,2.36207,2.35688,2.4196,2.39786,2.35379,2.36381,2.35391,2.3765,2.36357
ABCB5,2.78548,2.76039,2.83031,2.72334,2.79268,2.77031,2.84845,2.79843,2.8182,2.8119,2.8485,2.78857,2.73056,2.76058,2.84479,2.71232,2.67449,2.71324,2.75544,2.78757,2.8232,2.80084,2.87063,2.67579,2.78781,2.90173,2.82558,2.83802,2.73759,2.83073,2.84167,3.03713,2.89671,2.75829,2.8119,2.89694,2.81607,2.73319,2.9291,2.80277,2.71843,2.73609,2.8261,2.76727,2.83381,2.81167,2.78364,2.74938,2.8053,2.7508,2.73332,2.82129,2.73989,2.99551,2.88289,2.82332,2.8439,2.85195,2.9169,2.80049,2.73843,3.03454,2.78361,2.85233,2.73258,2.8198,2.74022,2.82181,2.80242,2.97406,2.83328,2.7263,2.9566,2.91757,2.77698,2.77125,2.95045,3.1029,2.97314
ABCB6,5.52831,5.97308,5.38708,5.52763,5.07111,5.31305,5.59645,5.66364,4.85915,4.89036,5.2031,4.898,6.15482,6.56685,4.83371,4.4022,4.13773,5.97229,5.37252,5.05942,5.95572,5.50715,5.57331,5.15568,5.08875,6.04837,6.43037,4.08972,6.34474,5.63456,6.39634,4.05575,4.2023,4.45404,5.27454,6.77123,6.42029,4.46731,5.30795,6.72131,5.26631,5.14294,5.47907,5.95986,7.41134,5.47395,6.35252,5.4815,6.47337,6.57034,6.4319,6.39088,4.33258,7.45332,5.54082,5.27826,5.34144,5.01357,4.29182,5.30833,5.80627,7.04042,5.38925,5.64787,5.96696,5.49425,5.59645,5.94715,5.03544,5.37664,5.20348,5.42702,4.47415,4.82363,5.32912,6.05352,5.75454,5.23057,5.61401
ABCB7,8.70976,7.66257,8.21454,6.68617,6.97926,7.15977,7.68136,7.7792,6.80241,7.74671,7.37704,7.08947,6.92846,6.99529,6.7434,6.42419,7.82314,7.39861,6.72583,6.55347,6.76723,7.34828,6.6378,8.0036,7.57884,6.84472,7.66553,6.59462,6.91971,7.38792,7.3737,5.94128,6.73851,7.89965,5.87648,7.03621,7.49356,6.60533,6.72788,6.65779,7.77041,5.97195,6.40539,6.75803,7.02897,6.74472,7.05499,6.25732,6.93257,6.66062,6.73319,7.06927,7.10169,5.85377,6.43706,6.67061,6.26873,7.09304,6.82159,5.96826,7.10729,6.79317,8.74323,7.75339,7.37476,7.74138,7.81512,7.2922,6.06368,6.13037,6.38112,7.05106,7.66625,6.73089,7.00979,7.34673,6.32034,7.34313,6.04963
ABCB8,3.3293,3.16794,3.37386,3.85266,3.42901,4.57498,2.58382,3.54104,3.26838,3.27429,3.26857,3.52693,3.92825,3.97545,3.47675,4.23513,3.16847,3.5135,3.64886,4.38241,3.36076,4.02736,3.66802,3.51144,3.2773,3.58827,3.13765,3.36201,3.42125,3.57764,3.35137,3.55935,3.59039,3.5787,3.34106,3.51561,3.56877,3.51307,3.54923,3.36297,3.12892,2.97744,3.91742,4.80684,3.09818,3.84476,3.38599,3.9846,3.54879,3.94935,3.54796,3.69495,3.2804,3.6107,4.05062,3.56186,3.34175,3.56404,3.88903,3.32429,3.55935,3.682,3.77265,3.55224,4.81709,3.80362,3.44786,4.14173,3.64605,3.59267,3.363,3.53315,3.56003,3.58249,3.54944,3.28963,3.72777,4.79617,4.09216
ABCB9,4.79377,4.76628,5.39993,5.04507,4.98902,5.06947,4.98155,5.03057,5.04383,5.0398,5.05967,4.92013,4.75,5.15277,5.03626,5.44755,4.71191,4.79013,5.01763,5.08257,5.21433,5.173,5.51548,4.9756,5.05867,5.46061,4.95796,4.96752,4.92271,5.28526,5.06692,5.22764,5.41594,5.07172,4.99405,5.79603,4.89655,5.6054,5.21636,5.62249,4.43099,4.92434,5.12861,5.30069,5.40812,5.2542,5.09884,5.06705,5.06158,5.03898,5.07184,5.52346,4.99455,5.26917,5.1181,5.17687,5.01047,5.03417,5.75781,4.9921,4.89167,5.12172,4.94668,5.04599,5.05682,5.05285,5.03922,5.13782,5.05361,5.25156,5.06551,5.08007,5.31505,5.10465,5.03046,5.01721,5.05988,5.09916,5.01395
ABCC1,8.60406,9.05455,8.42165,7.76706,9.52665,7.47869,7.21699,8.84639,7.43325,7.78511,8.50197,8.60548,9.35955,7.48298,8.23616,8.67433,8.92482,8.49412,8.49303,7.92403,7.11976,8.66047,7.85213,9.01227,8.61687,9.35567,8.70179,8.55764,8.46577,8.40768,8.31139,8.32345,10.1348,8.21158,7.78434,7.5767,8.20518,8.6615,7.50792,8.58802,9.16068,8.92377,8.69437,8.06083,7.17253,8.92779,8.99007,8.29816,6.74836,7.86219,8.40652,8.70225,7.29101,9.69102,8.01331,7.86027,8.33221,9.43608,6.97309,7.94884,7.10074,7.64174,8.75979,8.48915,10.0451,9.18591,8.8196,7.49519,8.9779,7.86303,8.41327,7.7114,7.35798,8.71717,8.43501,8.17447,7.93759,8.98861,9.78939
ABCC10,6.88843,7.28416,6.65359,6.42264,7.66548,7.22666,6.67889,6.67089,5.7787,6.94388,7.28388,8.86556,6.68151,7.12157,7.55636,8.01455,7.1766,7.84154,7.61307,5.7315,6.83577,7.8349,7.33192,8.37061,7.69041,7.26895,7.51989,8.19602,6.97806,8.2485,6.90116,8.83924,6.63056,7.30646,7.50257,7.55258,6.80839,7.07868,8.36252,7.27118,6.61002,7.16409,6.84304,6.80199,6.96425,6.06135,6.98455,7.46014,6.84905,7.84118,7.27172,5.9543,7.32456,7.27453,6.53138,6.6048,7.38468,6.38213,7.053,7.68256,7.22666,7.38621,7.98285,6.85575,7.51542,7.743,6.28072,7.17923,7.80824,7.35928,7.63407,6.97318,7.02184,6.42505,7.10253,6.95273,7.0308,6.53652,6.15979
ABCC11,2.28171,2.26792,2.25778,2.25401,2.28491,2.29487,2.293,2.27856,2.2845,2.28254,2.29681,2.26578,2.26324,2.30306,2.36028,2.53292,2.25469,2.2897,2.27917,2.25425,2.29027,2.24339,2.27124,2.32497,2.30318,2.30602,2.29537,2.33055,2.30217,2.32492,2.3359,2.32826,2.36456,2.31311,2.45951,2.36379,2.26202,2.30832,2.37614,2.33296,2.29609,2.30536,2.32458,2.30168,2.38323,2.33622,2.3473,2.31859,2.35154,2.30367,2.32557,2.35654,2.31186,2.38951,2.39608,2.3293,2.26338,2.33894,2.32296,2.34537,2.29086,2.30777,2.29869,2.34052,2.29158,2.34125,2.28081,2.31888,2.30241,2.37187,2.33499,2.31668,2.3717,2.31347,2.3137,2.29976,4.17,2.33144,2.30784
ABCC12,2.43006,2.44381,2.44379,2.37979,2.47352,2.46355,2.45597,2.43401,2.4472,2.44211,2.43297,2.46526,2.412,2.38447,2.42442,2.39198,2.5001,2.46802,2.39389,2.39732,2.36267,2.41582,2.48165,2.39492,2.43878,2.56627,2.51919,2.51103,2.48043,2.44335,2.45738,2.4089,2.46455,2.38841,2.43552,2.48351,2.39567,2.37189,2.61808,2.40905,2.44505,2.39388,2.42302,2.39531,2.40714,2.40906,2.35432,2.39868,2.45151,2.39427,2.37742,2.52989,2.41705,2.53454,2.50353,2.41779,2.45782,2.41858,2.55617,2.49276,2.40381,2.60901,2.41761,2.4636,2.40636,2.45221,2.38693,2.44309,2.38927,2.45263,2.40238,2.36588,2.47564,2.43605,2.40202,2.42221,2.41159,2.44751,2.41433
ABCC13,2.59724,2.5879,2.51311,2.54937,2.55072,2.58305,2.56755,2.5587,2.58751,2.55053,2.54691,2.57606,2.46773,2.54423,2.61673,2.54597,2.63553,2.62142,2.54112,2.45209,2.53011,2.78108,2.50461,2.60122,2.62443,2.56789,3.34164,2.70098,2.63628,2.58617,2.64625,2.57595,2.59119,2.56362,2.56714,2.56357,2.51999,2.46115,2.8228,2.57293,2.61218,2.63552,2.56933,2.54449,2.59907,2.57172,2.76929,2.59057,2.62468,2.52799,2.57655,2.57341,2.60461,2.74762,2.4751,2.58703,2.53879,2.57961,2.57964,2.60139,2.62532,2.61896,2.56526,2.60716,2.59029,2.63222,2.56322,2.62619,2.59835,2.5975,2.57583,2.56104,2.60463,2.53647,2.60512,2.70508,2.71602,2.62785,2.57779
ABCC2,2.25123,2.23559,2.22851,2.26352,2.23363,2.23193,2.26452,2.24438,2.25609,2.28224,2.23457,2.24557,2.24221,2.27778,2.31964,2.2463,2.2914,2.24611,2.26988,2.31318,2.42485,2.24214,2.65823,2.23895,2.30688,2.21678,2.17139,2.31764,2.30018,2.28315,2.30398,2.32799,2.30778,2.2997,2.21793,2.22435,2.21722,2.28291,2.32456,2.28252,2.26649,2.28803,2.27925,2.22111,2.29104,2.31518,2.2799,2.29468,2.27324,2.27735,2.26045,2.2193,2.24728,5.0757,2.22178,2.30743,2.27221,2.31228,2.19836,2.28961,2.29342,2.22604,2.25667,2.28315,2.28663,2.31366,2.24924,2.31787,2.28517,2.34063,2.30091,2.2997,2.33898,2.29263,2.32125,2.2246,2.25026,2.29254,2.28391
ABCC3,6.28666,4.49012,6.07104,6.17906,5.97079,5.26701,6.47472,9.76728,4.01208,6.00942,7.02274,5.05417,4.70846,5.86005,9.14199,9.73296,7.30402,6.30596,4.91184,3.93338,4.81807,4.27739,5.24193,5.13838,7.15082,4.8459,4.77733,6.59615,6.64987,5.55965,6.55221,4.0763,4.86134,6.88032,8.47967,3.4812,5.07875,5.18885,4.09953,3.21307,8.18076,6.88742,5.50171,5.90462,10.7245,4.37463,6.14263,2.83612,3.65845,5.71749,4.29067,5.5286,4.76586,12.5251,5.49694,4.98951,7.00125,4.20857,4.97795,5.63199,3.99274,3.35285,6.49139,3.74042,3.61285,4.35279,7.35289,3.75099,6.51094,5.71222,3.62112,5.31677,3.63473,6.92139,7.09933,5.44893,4.23796,5.07791,5.39311
ABCC4,8.46731,7.89678,9.22458,9.45564,7.28806,8.48472,8.61991,7.4983,9.29965,8.81071,5.62682,8.49616,9.26385,7.9803,8.27828,6.54991,7.73466,8.71212,8.36692,7.79145,10.5366,10.1981,9.09774,8.44199,8.73063,6.91821,11.0185,9.10374,7.0191,6.56002,8.39137,6.37712,8.00144,8.50871,8.94436,9.01733,8.85788,9.18301,8.31218,6.91127,9.77118,8.12502,6.85629,7.16588,7.52615,10.2256,6.94951,6.45069,8.24636,9.55376,10.1204,9.70549,9.36748,7.12035,9.09126,7.96279,9.10205,7.01739,9.11002,8.58747,10.7816,8.74767,9.44653,8.15456,7.50289,5.90076,8.00859,10.1112,7.42336,7.81281,8.27738,9.17998,10.3523,8.2041,8.15364,7.93826,8.09845,8.81433,8.15267
ABCC5,7.26691,7.39886,7.68145,7.68117,7.58795,5.09894,7.24905,6.15673,6.54867,7.25541,6.35585,7.853,7.09682,7.04812,7.00654,8.19226,8.11971,7.7009,8.35665,6.69881,7.21011,5.94126,6.46234,9.19571,6.17444,6.26326,7.38705,6.20747,7.5248,7.46871,6.54472,7.09856,6.94601,7.14738,7.38085,6.65722,7.6664,7.40132,6.67238,6.29273,8.62562,7.0668,6.75154,6.93588,7.45211,6.01078,7.29895,7.0841,6.40187,7.39625,6.02517,6.94884,7.4847,8.76297,7.24619,6.70673,7.28634,7.28293,8.14619,7.86781,6.15636,7.41915,6.57417,7.46255,8.0868,6.33279,7.09487,6.73942,6.15984,8.01836,8.37279,7.12967,6.98162,7.44864,6.25925,6.71863,5.83404,8.14778,5.8306
ABCC6P1,2.68154,2.6763,2.67562,2.69317,2.63481,2.6685,2.67839,2.70022,2.6798,2.71681,2.72577,2.68476,2.69093,2.67542,2.69555,2.65579,2.65625,2.76704,2.68506,2.71588,2.75079,2.74726,2.77849,2.59734,2.69147,2.87691,2.71682,2.72552,2.6919,2.72697,2.79289,2.68034,2.70785,2.70019,2.64652,2.6547,3.18381,2.80917,2.78642,2.67029,3.32287,2.66107,2.68263,2.63246,4.03895,2.68409,2.65849,2.70682,2.69503,2.63848,2.65102,2.87791,2.66312,2.80535,2.72374,2.70589,2.69853,2.69328,2.76892,2.72404,2.641,2.74713,2.68312,2.70977,2.62945,2.71131,2.64138,2.71077,2.71568,2.80034,2.70489,2.63877,2.74388,2.75345,2.65569,2.68091,2.66354,2.71215,2.67085
ABCC8,2.18189,2.1619,2.18202,2.17638,2.17517,2.19437,2.1979,2.18304,2.21348,2.21791,2.18594,2.17186,2.18931,2.22939,2.3,2.18067,2.14304,2.16219,2.17117,2.30448,2.32872,2.15965,2.20213,2.275,2.25431,2.23438,2.10104,2.2122,2.24444,2.23859,2.24385,2.29035,2.33313,2.295,2.15907,2.25427,2.19161,2.28843,2.29848,2.32226,2.21081,2.26022,2.26179,2.26344,2.3102,2.306,2.3259,2.26019,2.21333,2.26363,2.21835,2.21681,2.19302,2.33034,2.27915,2.25701,2.18069,2.28569,2.19696,2.20035,2.24756,2.15692,2.24077,2.22346,2.24623,2.27094,2.18207,2.26688,2.27123,2.3832,2.28773,2.26144,2.30059,2.34448,2.24195,2.19048,2.26975,2.26269,2.25466
