probe	symbol
111334	LAMC3
111338	QSOX2
111340	ARMC12
111342	METRN
111345	FLNC
111356	NFKBIA
111362	LIMD2
111365	PRSS1
111370	FOXB1
111374	ARRB1
111378	KIR3DL1
111380	OR5AU1
111384	OR2A14
111389	NOX1
111408	RITA1
111424	FASTK
111427	OVGP1
111441	PCDHGA8
111447	BCAN
111458	GJD4
111473	DAPK2
111476	SYT2
111478	NAT14
111479	MCF2
111483	STOM
111487	IDNK
111499	EPS8L2
111501	PTPRT
111502	PHF14
111503	PAX9
111511	ZNF785
111518	STX17
111525	ANKS3
111527	TBC1D9B
111529	CLUAP1
111542	SASH3
111545	GZMM
111550	HIST1H4K
111556	PSIP1
111573	COPZ1
111587	ALKBH7
111605	KCTD6
111606	TBX15
111620	DIO1
111636	PPIC
111639	HOXC4
111645	C7orf25
111662	MYL5
111671	ZNF414
111681	ACOT7
111685	KPNA4
111689	TXNDC16
111700	NCAPG
111702	TECR
111712	PSMD6
111724	PNMA6A
111733	FOXF2
111735	MAP3K6
111742	C4orf33
111744	RIN2
111748	HTRA1
111749	ZBTB22
111774	DEC1
111783	CCDC9
111787	ARHGAP24
111793	NEGR1
111794	QRFPR
111796	CCDC80
111805	POU3F4
111806	CFAP65
111807	ASF1A
111812	WHSC1L1
111836	FAM3C
111838	PPP1R10
111844	HIST1H2AK
111849	PARPBP
111857	ZBTB10
111860	SLC25A2
111880	SAMD4B
111895	APOO
111899	SLC25A6
111900	FAM134C
111904	GATM
111907	CDH6
111908	PRKD1
111916	AKR1C4
111918	SFTPB
111923	VPS29
111927	STS
111929	EDAR
111931	SLTM
111933	C1orf159
111934	ZNF513
111955	NR2F2
111974	MS4A10
111979	KIAA1429
111980	LAMP5
111981	FAT2
111987	DNAJB9
112005	LY6G6C
112025	RPP25L
112044	NCLN
112045	BMP8B
112049	C1GALT1
112052	AP1M2
112056	UGP2
112057	UBE2B
112058	RAB8B
112066	TXNL4A
112069	KNG1
112075	ASTE1
112076	CEP97
112081	POLQ
112089	PRO2012
112090	CERKL
112092	FNDC3B
112102	C9orf43
112106	CCRL2
112107	R3HDM4
112110	SETD2
112111	MLANA
112112	NUP43
112123	NUP210
112126	POLR2L
112130	CLN8
112131	ZNF322
112158	ANTXR1
112180	MADCAM1
112181	NUP133
112182	MAP2K4
112185	NT5C
112188	FAM210A
112189	KCNA6
112193	SCARA5
112194	PCK1
112201	ADH1C
112208	RXFP2
112214	HSF1
112217	IL25
112224	KSR2
112225	GID8
112227	MRGPRF
112235	RNF39
112237	MCFD2
112240	RNASEL
112248	CLEC10A
112249	MTR
112257	ATP6V1G3
112276	CPXCR1
112281	NRSN2
112284	LRRC25
112285	KRTAP9-9
112290	MCM3AP
112291	KLK14
112304	GLRB
112312	MYCBP
112323	CNTNAP2
112342	CEP57
112346	BCS1L
112354	GRM2
112355	DPYD
112357	RMDN3
112368	TELO2
112373	NUP214
112377	TRMT13
112379	C19orf54
112383	PSMD4
112410	RABEPK
112415	UQCC2
112430	ZNF358
112432	TET1
112440	WIPI1
112443	GP9
112458	JAK2
112462	BLOC1S2
112463	STAP1
112464	ARL9
112467	SPPL2A
112470	RNF183
112476	RRAGD
112482	EIF4G3
112488	NRIP1
112499	TTC30A
112509	TMIGD3
112516	SNAPC4
112524	CHST6
112528	SLC39A12
112531	MICALL2
112545	ASH1L
112547	MFAP5
112548	WWC3
112555	WDFY1
112557	CGB7
112560	GGN
112566	LOC100996724
112567	PTAFR
112568	CPPED1
112571	AMPD2
112574	TACR1
112577	RPS28
112586	LGALS2
112591	ADGRG3
112598	BBS4
112601	THOC6
112606	EIF3D
112609	GNB1L
112612	RBP2
112620	FBP2
112622	ODF2L
112624	LONRF1
112626	MAP7
112640	MMP9
112645	KCTD8
112648	MED24
112658	KCNH7
112661	SPTAN1
112668	HIST1H4D
112673	PLPPR3
112676	CEACAM4
112686	UBR3
112696	DPF1
112698	BCR
112710	BTC
112712	SLC1A6
112718	WDR1
112721	BCO1
112723	MAN2A2
112725	RANBP3
112727	PLPPR3
112730	CXCL14
112732	PEX11G
112734	ZGPAT
112746	RNF185
112755	SERPIND1
112763	SLC9A7
112767	NPBWR1
112769	NDE1
112771	FXYD5
112773	PCYT1A
112774	MCM8
112778	SLC23A1
112781	KCTD8
112793	OTX1
112798	ALG12
112799	KIAA0825
112800	TGM3
112803	ZNF25
112804	NET1
112810	SREBF1
112812	SPATA8
112831	CELA2A
112846	BEST1
112861	NKX2-1
112871	IL26
112880	ZNF384
112886	CDON
112888	IFIT1B
112896	FAM166A
112908	DXO
112910	TRIP10
112914	TBC1D22A
112918	IFT27
112921	FAM83A
112923	MAP2K2
112934	SMPD3
112941	ENG
112942	WLS
112968	HHLA2
112981	PTS
112994	OXGR1
112997	CDKN2C
113024	GPLD1
113038	DOCK11
113042	FGF2
113059	EHD3
113067	SAMD10
113079	MAN2B2
113083	CMTM4
113090	TMEM258
113091	CNNM4
113095	CHCHD6
113100	CENPV
113110	TCERG1
113113	TCF7L2
113118	CRNKL1
113124	TARSL2
113125	TSC22D2
113126	PMP2
113128	VPS13D
113129	RBMXL2
113130	PBRM1
113147	MAGEC1
113151	PAGE5
113154	CHORDC1
113157	SNN
113162	FAM71C
113190	LILRB3
113197	PELI1
113211	ACSM3
113212	C14orf159
113221	SRSF8
113222	NCKAP1
113230	KRTCAP2
113231	PODXL2
113244	CCL1
113257	ZDHHC1
113259	CRYGS
113261	SCUBE3
113262	COL3A1
113291	MAGEB1
113302	CDK16
113317	CSPP1
113324	UBR5
113335	APEX1
113338	JARID2
113353	BAG2
113356	RPAP1
113377	CHN2
113380	PRELID1
113393	AHNAK
113396	IFT172
113404	PRDM5
113407	TMEM155
113421	LEPROT
113428	UBD
113462	GIMAP2
113464	ZC3H12A
113467	EPB42
113482	ABCG4
113484	SP110
113507	DIS3L
113510	HS2ST1
113518	TTN
113534	MYCT1
113536	PPIF
113538	DOCK9
113556	SPEF2
113558	SLC7A10
113560	ZWILCH
113570	AIMP1
113573	MVK
113575	BCR
113583	TUBGCP3
113585	FILIP1
113598	CPB1
113600	MTRF1L
113619	ZSCAN29
113628	STARD7
113632	MVD
113643	IQCF2
113651	RPS15
113657	TPK1
113660	SRP14
113674	NEUROD1
113678	CAD
113680	SENP2
113681	PIN1
113683	AP1AR
113696	SERPINB9
113701	RGCC
113710	SIX1
113714	LDLRAD4
113716	TNFRSF25
113717	FREM1
113725	RTF1
113729	ANXA1
113737	TRIB3
113746	MS4A8
113751	RCOR2
113757	RHOT1
113764	TOR1AIP2
113795	CCL13
113797	GFPT2
113803	ZNF177
113815	PHF21B
113816	ASB13
113820	SERTAD3
113837	KIR2DL4
113852	ATG14
113855	GAREM1
113861	CRISPLD1
113868	TMEM170A
113888	KRT19
113895	SYNPO2L
113902	SERPINB6
113904	TCTEX1D2
113912	SLCO1B3
113921	NELFCD
113933	IL23A
113939	PYHIN1
113948	THADA
113952	CHIC2
113959	PPCDC
113962	RPGR
113975	UTP14A
114000	NCBP1
114008	CREBBP
114009	DCP1B
114012	TFEC
114013	ARSD
114014	CHST11
114017	HNRNPH3
114037	CDKL3
114040	CYB5R1
114063	AMFR
114070	ACSL4
114082	CYP1A2
114086	C19orf35
114096	RPP30
114097	CLP1
114098	RBP4
114126	EBF3
114130	UBAC2
114133	DCBLD2
114136	CASP7
114141	SCGB3A2
114154	TTLL1
114175	TBC1D29
114179	MB21D1
114180	ASPH
114188	S100B
114200	DZIP1L
114206	SLC9A3R1
114207	RPS29
114210	MLNR
114219	PSG6
114220	BEST4
114224	PDAP1
114228	MST1
114236	MSH5
114238	KLKB1
114240	ELAVL3
114257	BSG
114265	TMEM89
114277	HLA-DPA1
114281	KCNE1
114284	CORO1A
114285	KLHDC4
114289	PALMD
114291	TIMM44
114296	NTM
114299	ADAMTS19
114301	TBC1D25
114304	HOXC13
114317	RALA
114319	LDOC1L
114322	PITPNM2
114335	EFHD1
114348	THAP9
114355	SPCS3
114356	ACSL3
114366	ANKS1B
114367	CCSER2
114369	HOXA9
114371	SELP
114376	TRMT12
114391	ZNF711
114398	LRRC4C
114406	KIF1A
114409	ATCAY
114422	COLEC12
114423	GCNT1
114429	KLHL4
114433	SLC27A6
114444	KIAA1456
114452	ZFAND4
114457	POLE4
114458	AGPAT5
114469	ABHD17B
114474	HEPH
114480	DHFR
114492	PAIP2
114499	MED30
114500	C17orf80
114510	AKTIP
114529	XAGE3
114534	LPP
114535	PHF7
114538	POLR1B
114539	EPB41
114557	PCDHB12
114559	ARL6IP5
114576	PRIM1
114581	LMAN1L
114583	CPN1
114584	ATAD2
114585	LRRC74A
114593	PPIA
114604	FBXW2
114607	PPP1R21
114618	IGSF8
114621	MKNK1
114623	ILVBL
114627	CORO7
114635	TMEM119
114645	EN2
114650	SERPINB5
114661	HNRNPA0
114663	LCP2
114670	P2RY14
114675	GNB4
114678	WDR62
114680	STAC3
114689	PPP2R3A
114691	EMILIN3
114692	PROK1
114699	ARL6IP6
114701	RAB28
114707	SEC63
114713	DLG2
114728	FUT10
114731	INTS9
114736	ABCC11
114744	HIRA
114747	TMBIM4
114758	NUFIP2
114764	METTL14
114765	HBS1L
114768	TUBD1
114782	CEP41
114784	COL5A2
114785	SH3BGRL2
114791	ZNF652
114799	EBF2
114800	KLK1
114804	TWF1
114806	LRP12
114812	KRT18
114814	OR51B2
114822	BDKRB1
114833	IFNA5
114837	SLC5A7
114839	JMJD7-PLA2G4B
114842	CTCF
114843	ATP6V0A2
114849	MEMO1
114855	PLPP7
114863	LEXM
114866	ORC6
114868	FNBP4
114875	PCNX2
114882	KIAA0907
114885	NPTXR
114890	IL17RD
114892	CDAN1
114895	UCK2
114901	SYNM
114902	PNPLA6
114904	DMKN
114911	ZNF775
114919	LRP2
114924	GLDC
114939	SLC8A3
114945	ABRA
114948	NUP50
114958	HTR7
114985	FAM78A
114993	TMSB4X
115004	NEK2
115008	TXNDC11
115013	GPR65
115022	SLC30A1
115034	USP25
115039	SNX27
115053	BET1
115055	SOWAHC
115073	ZC3H14
115087	MAP3K7CL
115103	PUM2
115111	ATM
115114	DNAJC15
115141	COG7
115147	IL32
115148	KCNJ2
115154	TCN1
115163	C12orf65
115165	ZNF649
115171	PAXBP1
115178	TRAF4
115181	CES1
115184	SYF2
115186	SLC2A13
115200	PEX5
115220	ZDHHC2
115237	OR1A1
115241	C18orf54
115244	TBC1D32
115249	SRSF5
115257	TECPR2
115267	RNF17
115270	RCBTB2
115295	DZIP1
115298	NR2C1
115313	LRRC1
115317	INTS12
115323	CHEK2
115338	CTNNA1
115339	C1orf123
115345	DACT1
115349	ZNF277
115353	DUSP6
115354	KIF4A
115368	AP2A1
115370	BNIPL
115381	UBE2S
115384	ENOSF1
115385	RRP1
115387	COL23A1
115390	APOC2
115397	RTN4R
115399	ZNF395
115402	MSC
115411	HERC6
115418	LZTS2
115422	ARL6
115423	DLX2
115431	RASD1
115438	SPCS2
115454	PSG11
115455	RAB28
115462	TTC29
115464	KATNA1
115485	FAHD2A
115487	RAD54B
115495	C9orf50
115497	CSMD1
115498	CDK5RAP1
115499	FAM126B
115500	SLITRK5
115502	CMC2
115522	GMPS
115526	THRA
115527	ACBD5
115543	HELB
115545	IL6ST
115555	TMEM11
115556	LMLN
115568	ZBTB16
115582	PDGFB
115585	HPN
115588	LRRC46
115589	MCM4
115590	ZSCAN1
115595	BATF2
115598	HMGB4
115601	L3MBTL1
115605	CLIP2
115613	DROSHA
115632	CACNA1G
115636	HOOK3
115643	COL6A3
115649	TRIOBP
115652	IL5
115653	EDF1
115670	FAM9A
115673	NDUFA2
115680	PSME1
115704	TBCB
115708	KIF2A
115725	KANK4
115729	ALAS2
115751	KANSL1L
115752	PDCD5
115761	ARL1
115763	OSBPL11
115764	NELL1
115766	MIGA1
115770	MLF1
115799	RSBN1L
115807	ECHS1
115809	SCML2
115827	AXL
115831	PPIL6
115837	NSUN6
115847	MS4A1
115882	CHP1
115883	ABCC2
115888	PEX1
115901	ZNF776
115905	UGGT1
115907	ELF1
115910	AIDA
115917	SON
115919	PPP1R8
115921	BOLA1
115922	PROSER1
115924	SESN1
115926	DHCR24
115927	ACTRT3
115928	NIN
115931	ELSPBP1
115948	GRHL1
115964	ARR3
115966	LRRC59
115969	UBE4B
115975	ALCAM
115993	TBX3
115998	STARD10
115999	MAPK13
116009	PRDX5
116020	ITGB1BP2
116030	GNA13
116034	PTPRM
116039	CDC40
116049	PARD3
116068	XIRP1
116074	OR51I1
116083	GABRG2
116092	PCDH10
116105	NMT1
116108	C19orf52
116122	MYO3A
116126	TBCD
116132	PLN
116140	NLRP1
116145	POLR1D
116147	CNOT3
116150	TSPAN8
116169	GFRA4
116176	MYH3
116187	CDC5L
116192	CYBRD1
116198	HSPA9
116205	ERCC1
116206	HNRNPU
116212	NPC2
116214	NELL2
116215	ITGA10
116222	OBFC1
116237	MKLN1
116243	DNAAF3
116246	TAF7
116254	RPL37
116259	RPL3
116277	PSMC3
116303	SULF2
116304	FASLG
116310	MAGIX
116316	RCC1L
116321	BCDIN3D
116331	STX2
116347	DNAJC25-GNG10
116349	C19orf12
116367	CYB561D1
116372	PLEKHA7
116397	FKBP10
116404	RASA1
116407	HNRNPK
116410	CDYL
116411	POLR3G
116420	C5orf45
116423	GARNL3
116432	HUS1
116433	PSENEN
116441	LTBP2
116454	ZNF708
116456	ZNF709
116466	ZNF398
116499	ASB10
116510	MAGEC3
116530	EIF2B3
116538	AP3D1
116540	OR1N2
116549	MFN2
116550	SPAG11B
116559	PLEKHA4
116560	NIPSNAP3B
116562	CABP2
116571	CASQ1
116577	LHX4
116584	CDHR3
116588	HSD17B14
116600	GSTA3
116603	DYDC1
116607	NMBR
116621	CCDC28A
116629	CST9L
116635	PFKM
116672	CRY2
116678	FBXO9
116682	ANAPC16
116692	PART1
116695	DNAJC1
116706	MATN3
116725	ATL3
116776	ARHGEF19
116777	ZBED5
116785	DAB2IP
116787	TMED6
116793	RGS2
116796	NKD1
116800	GSX2
116804	PTPRA
116812	MYL3
116818	ICAM5
116820	RAB7B
116821	TP53I13
116825	PKIG
116834	SMPDL3B
116838	PDDC1
116850	MAPRE1
116867	ADI1
116868	WDR53
116877	KIF17
116882	NFE2L1
116883	IVNS1ABP
116891	FGF4
116895	DHRS9
116902	CWF19L2
116907	ZNF236
116913	TPD52
116915	LRRN1
116916	SHB
116930	TOP2B
116932	PALB2
116936	FAM13A
116937	TPPP2
116941	NSFL1C
116946	AZU1
116958	SLC5A4
116962	GOSR2
116963	TFAP2E
116964	PES1
116971	TMEM67
116986	WDCP
117014	CFAP43
117028	FOSL2
117043	ANKS6
117044	GSDMD
117048	MRPL11
117055	CFAP58
117064	GNS
117067	PRRX1
117076	ZNF460
117083	HIST1H2AA
117093	MLIP
117096	LIF
117099	POP1
117100	C19orf57
117132	TSC22D1
117141	MOCS2
117142	PITPNC1
117149	ZNF768
117158	PHYHD1
117163	CDK2AP2
117167	AHSA1
117180	MAN2A2
117183	FKBP5
117196	UFSP2
117210	UBLCP1
117215	ZNF19
117219	NMI
117228	FXR1
117232	MYH2
117233	RAB30
117257	ZFP37
117261	FST
117267	CYP11A1
117279	ALPK1
117299	RELT
117300	RPL14
117314	CNOT7
117320	IMMP2L
117334	PHLDA3
117340	DDB2
117345	NEB
117353	AGGF1
117368	CARD10
117382	RSRC2
117386	DMD
117418	SEMA4C
117422	IVL
117425	LYZ
117428	OGFRL1
117435	EP400
117437	TFB1M
117439	YIPF4
117466	ENOX2
117474	CLK2
117476	HOXB1
117485	ARHGAP11A
117496	MYO9A
117508	ZC3H15
117513	TRIM54
117527	ATP6V0E2
117528	ABCC1
117532	SDHA
117537	SASH1
117541	HEATR3
117547	MAPK7
117549	PPFIA3
117554	ACP2
117559	PRKAR2B
117568	SNF8
117570	PGLYRP2
117582	DAP
117584	NOG
117590	UNC45A
117604	TMEM186
117619	MYF6
117625	PNPLA8
117637	TRAPPC2L
117648	SMAD3
117649	UBA5
117667	GPR78
117668	MAGEA1
117674	ZACN
117679	PDSS1
117681	GRB14
117683	TECTB
117685	ZNF417
117689	GLIPR1
117700	SPAG17
117702	GALNT13
117705	KIF6
117712	POLR3C
117717	LPXN
117726	SCAF8
117727	CSRP3
117730	SBF2
117731	MRPS17
117732	USP16
117740	LAMB1
117752	CDC42EP2
117763	ADAM20
117765	PSCA
117788	TMC1
117789	GPANK1
117790	TRMO
117816	SYT1
117823	RNF165
117828	POR
117842	NEUROD4
117851	GTF2A1
117855	TAS2R10
117856	TSTA3
117877	UPB1
117883	CH25H
117895	SCG2
117896	TDRD1
117902	TERF2
117918	ITM2C
117922	ANGPTL7
117958	ITGAV
117960	CMAS
117989	IMPDH2
117994	CLIP1
118001	RSPH14
118024	TSC1
118048	NT5DC1
118049	KRT4
118050	ABHD15
118062	PRDM12
118072	PNLIP
118088	UGGT2
118091	MYOM1
118093	SLC12A8
118101	DNAJC4
118104	NEK3
118109	CEP290
118110	BACE1
118119	OPTC
118122	ECSIT
118123	DDX25
118125	HTRA2
118127	NME6
118128	CYP4F11
118140	STOML2
118143	DCTN1
118147	DDX1
118157	CAMK4
118163	MARCH4
118172	LY6D
118174	EIF3F
118175	ZNF830
118177	TAF5L
118178	RINL
118180	SYT13
118205	PADI2
118211	NDUFB7
118234	SLITRK4
118237	TAF6L
118255	RNASEH2C
118256	DDX5
118257	FAM103A1
118258	FLRT3
118266	TMEM134
118274	FZD3
118278	FBXO44
118292	PROK2
118299	PARP14
118307	ZNF33B
118324	KCNQ3
118329	OSTM1
118340	P2RX2
118346	SNAPC2
118348	TRIM21
118352	QTRT1
118354	CLC
118361	FCGBP
118372	PGA5
118375	PAMR1
118377	FZD8
118382	ZUFSP
118384	HGS
118386	GPR18
118391	MRC2
118398	WASF1
118400	INTS2
118403	PRPF38B
118410	SYTL2
118417	SNU13
118420	SYNE1
118421	TNNI3K
118423	ATP6V1C1
118424	MFSD8
118434	LMBR1
118443	ALS2CR11
118478	SLC25A33
118482	PRMT6
118485	FAN1
118487	IL4
118490	C4orf46
118492	STARD13
118495	GFM1
118503	NOL4L
118511	LACRT
118517	SLC30A6
118520	RBM28
118522	ATP5O
118529	HLF
118549	MOBP
118556	SORCS2
118561	FAM46B
118564	SMAP1
118571	AMER1
118584	MAP4K5
118592	FOXL2
118599	ZNF512
118602	MPND
118612	PRRX2
118620	KDM3A
118630	GSDMC
118632	ZNF35
118634	STRN
118635	BTBD1
118640	OR1D2
118642	LIN54
118644	MLKL
118650	FZD6
118651	ARHGAP4
118653	LPIN2
118662	ART3
118673	FAR1
118696	TMEM86B
118713	HSD17B4
118714	CDC25C
118733	CADM1
118740	CXCL12
118743	SUOX
118750	MARK2
118754	CBARP
118758	NLRX1
118760	SMARCA4
118764	USP21
118774	ODC1
118791	ZNF253
118804	TTC7A
118810	C14orf180
118813	PAM16
118816	CITED1
118825	CCDC149
118830	KIF20A
118831	PDF
118833	FBLN7
118834	TTLL5
118839	DRP2
118845	PRPSAP2
118862	KCTD17
118863	FUT7
118872	ZBP1
118873	DHCR7
118874	IFITM1
118877	BMP1
118892	MRPL22
118893	FOXD3
118912	ME3
118915	NUBP1
118924	IFNA7
118930	TXNIP
118944	NRG1
118954	ISG20
118957	KRTAP4-1
118961	WASF3
118962	SCN10A
118968	SDHC
118971	TBPL2
118978	IL17F
118986	STARD3NL
118987	NDUFAF1
118996	RDH5
118999	RASGRP2
119003	FLVCR2
119008	HSPB1
119024	SATB2
119026	CROT
119033	PLEKHG2
119049	RPL3
119058	TREH
119060	CCR9
119063	PON2
119072	RASSF6
119084	PTGER2
119090	SLC25A19
119102	GORAB
119103	GOLGA5
119119	ZIM3
119127	BRPF1
119131	CSTF2T
119143	HMGA1
119147	STPG3
119151	HIST1H4F
119156	MYLIP
119157	PTPRN
119172	TBX10
119173	LRRC20
119175	GLYR1
119181	ITGA3
119183	PLCXD1
119187	BET1L
119192	RETSAT
119206	SCARB2
119208	CCL14
119211	SCTR
119217	VPS28
119230	MAFA
119241	CCDC74A
119245	HS6ST3
119246	SLC12A5
119268	DDX19A
119269	PRKAR1A
119273	ALOXE3
119281	PNPLA7
119283	PYCR1
119288	IKZF4
119289	ACE
119290	CFP
119292	ACTL7B
119300	FSCN2
119301	KRT81
119320	HIST1H2AE
119323	PRRC2A
119326	ANXA7
119332	MCOLN3
119340	ZNF280C
119357	PF4
119359	NKAP
119370	PNPLA4
119386	PLEKHB1
119405	RFWD3
119428	EIF2B4
119429	ZNF112
119443	CSRNP3
119453	STC1
119475	SLC22A20
119487	TMEM101
119508	UBR4
119513	ENO1
119516	GCM1
119523	PYCRL
119525	FKBP7
119528	C1orf74
119535	GAST
119539	TOR4A
119543	RBL1
119546	SLC35G2
119554	CLEC4A
119569	N4BP2L1
119574	CD79B
119580	BRCA2
119586	YTHDF2
119590	AP4M1
119609	PODXL
119620	MYH1
119627	TWIST1
119643	NGFR
119646	CKB
119654	AGTRAP
119656	DYNLT3
119660	LSM4
119663	CRTC3
119665	TAX1BP3
119667	LPAR4
119673	CPA2
119684	BTBD3
119685	MT1X
119689	BMT2
119690	EML1
119693	DPP3
119694	PSMD10
119695	EIF2A
119696	PCBD1
119710	IL1F10
119717	VBP1
119727	HCP5
119729	AQP1
119730	PIEZO1
119736	KCNJ12
119757	FKBP2
119762	MAB21L1
119764	PKDREJ
119765	OR11A1
119769	LTBP1
119772	HIP1
119787	ACOX1
119812	PLEK
119820	KDSR
119822	SLC19A2
119823	CCDC88B
119826	HACE1
119847	KLHL13
119853	TECTA
119865	P2RY6
119870	STXBP2
119872	NLRP6
119884	KLF3
119887	ZNF200
119905	NDFIP1
119925	DIS3L2
119936	ZNF536
119955	PRKAR2A
119958	HPS5
119963	MED6
119968	ADAM29
119977	ADA
119998	TNFAIP8L2
120001	NASP
120013	MRPS5
120014	POU3F2
120052	MECP2
120054	OR1L1
120058	FKBP3
120059	OR1E1
120075	AP3M2
120080	STAB2
120099	MKX
120114	CCDC59
120122	FOLR1
120125	PHLDB1
120129	ETAA1
120135	PTPRH
120136	RNF114
120143	PLPP2
120144	GTF3C1
120159	KCNJ3
120164	ASPA
120166	OR8B8
120170	PRRC2C
120173	HLA-F
120176	TOPBP1
120185	SEP15
120201	MAPK9
120204	ICA1L
120205	OBP2B
120208	SLC9A3
120209	EIF4E2
120215	ZNF519
120228	FCN2
120229	CIB1
120238	CEACAM21
120248	MFRP
120250	PRICKLE4
120260	C1orf54
120264	CILP
120271	PTCD1
120299	CDC42BPG
120306	SLC35A5
120318	USP32
120320	SH3BP2
120321	SPR
120322	STK4
120339	CMSS1
120344	TMEM214
120345	ATP5J2
120350	TSHZ3
120355	C5orf42
120362	SCNN1B
120390	ARSJ
120392	PAQR5
120394	UVSSA
120404	LMOD1
120405	POLR3K
120424	HS1BP3
120429	ESX1
120440	ITPA
120444	PDK3
120472	CRNN
120474	FAM136A
120480	GYPE
120483	MACROD1
120493	KIF19
120497	DCAF4
120498	FOXQ1
120502	CCHCR1
120503	FIG4
120513	SMTN
120515	COMMD1
120519	KIF9
120546	MAP3K11
120553	SLC52A2
120556	RCL1
120568	DDAH2
120574	LAIR1
120578	AZGP1
120590	ALDOA
120591	NADK
120596	RAB3A
120597	YARS
120602	RNF214
120616	PTK7
120622	TPPP
120624	FOXO1
120629	DCAKD
120632	ING2
120636	ZFYVE26
120637	FAM60A
120638	ASIC4
120643	MROH2B
120648	INTU
120652	GPR25
120654	MYNN
120662	TCTA
120663	DST
120675	SKAP1
120682	ESF1
120690	ZNF677
120692	CYP51A1
120701	PPID
120705	ZNF146
120707	ECH1
120716	RAPGEF4
120722	VPS33A
120734	FADD
120739	LDHA
120740	ANXA10
120762	PDE6B
120763	ANTXR1
120765	CAND1
120770	GDE1
120783	SCUBE1
120784	UBQLNL
120786	SAT2
120791	NOSTRIN
120796	RAET1L
120798	CRLF3
120803	COX6B1
120804	CDV3
120814	TEKT2
120822	FERMT3
120823	CCDC114
120855	ZNF691
120859	ARHGAP33
120876	MYO15A
120877	APOBEC3D
120888	OR2D2
120910	CXorf57
120911	IKBKE
120923	AQP9
120930	GOLGA8A
120934	F10
120935	QSOX1
120943	AKR1C1
120950	CMBL
120955	PINK1
120963	ZMAT5
120967	DHX16
121011	ASNA1
121015	SLAMF1
121017	TARS2
121025	SPIN2B
121028	H1F0
121040	MEIS1
121045	MICU2
121062	MTG1
121063	C20orf85
121071	SLC48A1
121075	STK16
121081	TNFRSF21
121085	CFAP43
121094	RPS24
121099	CCDC107
121114	PRR35
121117	FCGRT
121123	BANF1
121126	HIST1H4L
121141	ABCB10
121144	HEATR5B
121150	FKBP14
121160	ANKS4B
121173	DOC2B
121179	MYH10
121186	METTL26
121203	STAC2
121216	ACY3
121217	KRT2
121218	CPSF2
121231	SUPT6H
121238	MRPL9
121242	PARN
121257	RPL7
121267	RGL4
121271	DOK2
121280	ZNF43
121286	CELF2
121301	RBFA
121304	SDF2
121307	MGAT4C
121321	ZNF543
121323	SMARCE1
121331	ETV6
121332	FCHSD1
121335	SLC25A13
121348	COPB1
121350	GBP5
121365	C6orf136
121370	ZNF821
121371	MXRA8
121386	MRRF
121390	ATAT1
121402	ADIRF
121412	CTAG2
121419	XPNPEP2
121430	DHDDS
121449	GYS2
121462	TMOD3
121468	DLL3
121471	NDST2
121478	SCN2B
121480	AKAP4
121482	TOP3B
121491	MED10
121504	YPEL4
121505	GPAT2
121509	LEP
121512	IQCD
121515	TRAK2
121518	USB1
121541	SLC25A21
121544	DMP1
121548	PDLIM7
121580	POLK
121583	UBALD2
121600	HIST1H1T
121612	DUSP5
121614	TMEM215
121617	MGP
121618	KCNMB4
121620	SUMF2
121636	FAM3B
121646	ACIN1
121647	JUP
121659	RGS11
121681	MKS1
121683	KRT71
121695	CDKN1B
121737	SRPK2
121741	USP6
121751	TMEM243
121760	PIN4
121764	SLC6A14
121773	CD36
121776	SENP7
121778	HSPA12B
121786	UBE3D
121792	P3H2
121803	RPL26L1
121817	COTL1
121821	ADGRF2
121824	RBM8A
121829	IKZF2
121831	AKT2
121832	SGSM3
121835	C16orf62
121840	EDN1
121850	DBT
121855	NAALAD2
121857	SMAD2
121861	SLC35C2
121862	KLC1
121876	HID1
121895	TOM1L1
121901	SIRT2
121903	ZNF37A
121921	ZNF528
121941	EML4
121943	RPS15A
121944	CALHM2
121953	ANKRD2
121962	CHP1
121963	OR10G2
121972	MKKS
121977	RPUSD4
121984	GFI1
121998	HEY1
122004	GNG8
122010	NXPH4
122019	PPME1
122023	GPR180
122027	LANCL1
122028	ETF1
122030	RIC3
122040	SLC25A36
122049	ABCF1
122052	OAZ2
122061	RAMP3
122069	ADCY3
122087	MOV10
122088	KIF13A
122102	NUCB1
122104	SHMT1
122106	CKAP2
122124	TSR3
122129	GNAI1
122135	PLIN1
122143	RPE
122148	EXOSC9
122149	BAG3
122151	RPS19BP1
122155	SEPSECS
122158	AKR1C2
122167	ELOVL3
122168	CHMP7
122174	CBLN2
122176	R3HDM2
122192	TBX21
122196	MRPS35
122227	CDH5
122241	SNRPF
122260	EPHA3
122265	NDUFA9
122271	FAM8A1
122277	IZUMO2
122278	KCNH3
122288	SRD5A1
122302	FKRP
122305	B3GALNT1
122309	PRODH
122318	TRAM1
122331	DIO2
122333	FASTKD1
122343	FABP5
122347	EPB41L1
122351	CCDC174
122354	PDZK1
122355	PTPRJ
122391	YIPF6
122393	AGER
122394	RAB23
122412	SMC5
122413	KLF8
122416	EXOC1
122418	HS3ST3A1
122433	TIAL1
122437	ATP6AP1
122445	SAP130
122449	GSC2
122459	GPR62
122466	CA13
122467	AK6
122471	LIME1
122477	NETO1
122478	PCNA
122488	LDHAL6B
122491	TBP
122492	DDX43
122515	BDH1
122520	PCDH1
122523	GAB2
122525	PGRMC1
